payment_id,grant_case_id,child_citizen_id,child_first_name,child_last_name,child_gender,child_birth_date,guardian_citizen_id,guardian_first_name,guardian_last_name,guardian_relationship,application_date,approval_date,entitlement_start_date,payment_date,payment_round,payment_amount,payment_status,payment_method,household_member_count,household_income_per_capita,registration_channel,province,district,agency
NCGPAY00194,NCG00194,8796185655585,รวิชญ์,ฤทธิไกร,หญิง,2021-09-07,4811096907581,วนิดา,อินทร์แก้ว,มารดา,2022-02-08,2022-02-17,2022-02-17,2022-03-14,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,2,13250,หน่วยบริการเคลื่อนที่,ลพบุรี,ทุ่งสุข,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดลพบุรี
NCGPAY00348,NCG00064,8218855103869,นิตยา,ยอดแก้ว,หญิง,2021-08-17,7258690001749,อัญชลี,บุญเรือง,บิดา,2022-01-01,2022-01-18,2022-01-18,2022-03-21,2,600,จ่ายสำเร็จ,พร้อมเพย์,2,14750,หน่วยบริการเคลื่อนที่,ปัตตานี,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดปัตตานี
NCGPAY00025,NCG00025,8268167044665,จุฑามาศ,ทองมาก,หญิง,2021-12-22,3397885938401,วนิดา,พรมศรี,มารดา,2022-02-13,2022-03-06,2022-03-06,2022-03-27,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,7,3000,ระบบออนไลน์,นครปฐม,บ้านใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนครปฐม
NCGPAY00239,NCG00239,5231827650698,พิมพ์ชนก,กุลวงศ์,หญิง,2021-11-23,8817692583241,จักรพันธ์,รัตนวงศ์,มารดา,2022-01-24,2022-02-23,2022-02-23,2022-03-28,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,5,9250,ระบบออนไลน์,อุดรธานี,บ้านใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดอุดรธานี
NCGPAY00172,NCG00172,3499348823745,อริสรา,จันทร์ฉาย,ชาย,2021-06-26,3075742965332,อาทิตยา,คุ้มภัย,บิดา,2022-02-17,2022-03-09,2022-03-09,2022-04-02,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,6,2750,ลงทะเบียน ณ หน่วยรับลงทะเบียน,ยะลา,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดยะลา
NCGPAY00396,NCG00064,8218855103869,นิตยา,ยอดแก้ว,หญิง,2021-08-17,7258690001749,อัญชลี,บุญเรือง,บิดา,2022-01-01,2022-01-18,2022-01-18,2022-04-21,3,600,จ่ายสำเร็จ,พร้อมเพย์,2,14750,หน่วยบริการเคลื่อนที่,ปัตตานี,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดปัตตานี
NCGPAY00212,NCG00212,8921345682015,ธนพร,ชัยมงคล,ชาย,2022-01-31,3411108989471,สุรศักดิ์,ยอดแก้ว,บิดา,2022-03-15,2022-04-11,2022-04-11,2022-04-24,1,600,จ่ายสำเร็จ,พร้อมเพย์,5,10500,หน่วยบริการเคลื่อนที่,นครราชสีมา,สีคิ้ว,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนครราชสีมา
NCGPAY00369,NCG00239,5231827650698,พิมพ์ชนก,กุลวงศ์,หญิง,2021-11-23,8817692583241,จักรพันธ์,รัตนวงศ์,มารดา,2022-01-24,2022-02-23,2022-02-23,2022-04-27,2,600,จ่ายสำเร็จ,พร้อมเพย์,5,9250,ระบบออนไลน์,อุดรธานี,บ้านใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดอุดรธานี
NCGPAY00083,NCG00083,8354749751882,ภูวดล,แสงทอง,ชาย,2022-02-15,5538779952867,ธีรภัทร,ศรีนวล,มารดา,2022-04-24,2022-04-29,2022-04-29,2022-05-02,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,6,8500,ระบบออนไลน์,อุบลราชธานี,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดอุบลราชธานี
NCGPAY00098,NCG00098,5150776389513,กฤษฎา,ธนากุล,หญิง,2021-12-31,6602393035595,กมลชนก,คำแสน,มารดา,2022-04-11,2022-04-29,2022-04-29,2022-05-22,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,3750,ระบบออนไลน์,สมุทรปราการ,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสมุทรปราการ
NCGPAY00010,NCG00010,8271399955733,ชลธิชา,ประดับศรี,ชาย,2022-03-25,1972231012448,ชลธิชา,บุญเรือง,มารดา,2022-04-25,2022-05-04,2022-05-04,2022-05-28,1,600,จ่ายสำเร็จ,พร้อมเพย์,7,12000,เจ้าหน้าที่ช่วยลงทะเบียน,เชียงราย,แม่สาย,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดเชียงราย
NCGPAY00423,NCG00239,5231827650698,พิมพ์ชนก,กุลวงศ์,หญิง,2021-11-23,8817692583241,จักรพันธ์,รัตนวงศ์,มารดา,2022-01-24,2022-02-23,2022-02-23,2022-06-01,3,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,5,9250,ระบบออนไลน์,อุดรธานี,บ้านใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดอุดรธานี
NCGPAY00024,NCG00024,1140292518312,พรรณภา,คงเจริญ,หญิง,2022-02-20,5242590477324,นพดล,กุลวงศ์,บิดา,2022-05-14,2022-05-22,2022-05-22,2022-06-08,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,6,13250,หน่วยบริการเคลื่อนที่,เชียงใหม่,เมืองเชียงใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดเชียงใหม่
NCGPAY00136,NCG00136,5058987582109,มยุรี,ประดับศรี,หญิง,2021-09-17,3659961914821,นฤมล,ศรีสมบัติ,มารดา,2022-05-09,2022-05-17,2022-05-17,2022-06-12,1,600,จ่ายสำเร็จ,พร้อมเพย์,3,3750,เจ้าหน้าที่ช่วยลงทะเบียน,พระนครศรีอยุธยา,ศรีพัฒนา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดพระนครศรีอยุธยา
NCGPAY00078,NCG00078,7892267323974,พรรณภา,วงศ์สวัสดิ์,ชาย,2022-04-02,4749552867319,ศิริพร,อุดมศักดิ์,มารดา,2022-04-19,2022-05-18,2022-05-18,2022-06-18,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,5,7250,หน่วยบริการเคลื่อนที่,สุรินทร์,ศรีพัฒนา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสุรินทร์
NCGPAY00371,NCG00098,5150776389513,กฤษฎา,ธนากุล,หญิง,2021-12-31,6602393035595,กมลชนก,คำแสน,มารดา,2022-04-11,2022-04-29,2022-04-29,2022-06-24,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,3750,ระบบออนไลน์,นนทบุรี,เมืองนนทบุรี,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนนทบุรี
NCGPAY00479,NCG00010,8271399955733,ชลธิชา,ประดับศรี,ชาย,2022-03-25,1972231012448,ชลธิชา,บุญเรือง,มารดา,2022-04-25,2022-05-04,2022-05-04,2022-06-26,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,7,12000,เจ้าหน้าที่ช่วยลงทะเบียน,เชียงราย,แม่สาย,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดเชียงราย
NCGPAY00028,NCG00028,1177987136295,สุภาวดี,เจริญสุข,หญิง,2022-03-20,1146535379334,วนิดา,กุลวงศ์,บิดา,2022-06-16,2022-06-20,2022-06-20,2022-06-29,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,7,6250,ระบบออนไลน์,ตราด,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดตราด
NCGPAY00050,NCG00050,4369565420184,ธีรภัทร,ประเสริฐศรี,ชาย,2022-05-19,1099290869818,ธิดารัตน์,อ่อนละมุน,ผู้ปกครองโดยชอบด้วยกฎหมาย,2022-06-10,2022-06-16,2022-06-16,2022-07-02,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,4,5500,ระบบออนไลน์,ระยอง,ทุ่งสุข,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดระยอง
NCGPAY00066,NCG00066,3019247215310,กิตติภัทร,เกียรติไพศาล,ชาย,2022-03-10,1947768659155,ธนกฤต,บุญช่วย,มารดา,2022-06-12,2022-07-01,2022-07-01,2022-07-02,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,5,13750,เจ้าหน้าที่ช่วยลงทะเบียน,สกลนคร,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสกลนคร
NCGPAY00272,NCG00272,7607873870776,ชนิดา,จันทร์หอม,ชาย,2022-03-19,3834837123942,ชลธิชา,ทองดี,บิดา,2022-06-27,2022-06-30,2022-06-30,2022-07-02,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,2,4000,หน่วยบริการเคลื่อนที่,นครสวรรค์,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนครสวรรค์
NCGPAY00435,NCG00136,5058987582109,มยุรี,ประดับศรี,หญิง,2021-09-17,3659961914821,นฤมล,ศรีสมบัติ,มารดา,2022-05-09,2022-05-17,2022-05-17,2022-07-10,2,600,จ่ายสำเร็จ,พร้อมเพย์,3,3750,เจ้าหน้าที่ช่วยลงทะเบียน,พระนครศรีอยุธยา,ศรีพัฒนา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดพระนครศรีอยุธยา
NCGPAY00073,NCG00073,6741799148907,กิตติภัทร,พรมศรี,ชาย,2021-12-16,2395356945446,กมลชนก,ใจดี,มารดา,2022-06-15,2022-07-12,2022-07-12,2022-07-13,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,7,7500,เจ้าหน้าที่ช่วยลงทะเบียน,อุบลราชธานี,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดอุบลราชธานี
NCGPAY00108,NCG00108,8621378426380,ธีรภัทร,อ่อนละมุน,หญิง,2022-02-01,4783704669357,ศิรินภา,ศรีจันทร์,มารดา,2022-05-30,2022-06-20,2022-06-20,2022-07-13,1,600,จ่ายสำเร็จ,พร้อมเพย์,2,14250,เจ้าหน้าที่ช่วยลงทะเบียน,สุพรรณบุรี,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสุพรรณบุรี
NCGPAY00243,NCG00243,8503599380806,ศุภลักษณ์,โชคชัย,หญิง,2022-04-04,4164366416745,อาทิตยา,พิทักษ์วงศ์,มารดา,2022-06-16,2022-06-24,2022-06-24,2022-07-17,1,600,จ่ายสำเร็จ,พร้อมเพย์,6,2750,ลงทะเบียน ณ หน่วยรับลงทะเบียน,ภูเก็ต,กะทู้,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดภูเก็ต
NCGPAY00303,NCG00078,7892267323974,พรรณภา,วงศ์สวัสดิ์,ชาย,2022-04-02,4749552867319,ศิริพร,อุดมศักดิ์,มารดา,2022-04-19,2022-05-18,2022-05-18,2022-07-22,2,600,จ่ายสำเร็จ,พร้อมเพย์,5,7250,หน่วยบริการเคลื่อนที่,สุรินทร์,ศรีพัฒนา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสุรินทร์
NCGPAY00174,NCG00174,4912356015731,ปุณณภา,ปัญญาดี,หญิง,2022-05-06,2205372395413,สุพัตรา,ศรีสง่า,มารดา,2022-06-08,2022-07-07,2022-07-07,2022-07-31,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,5,12750,หน่วยบริการเคลื่อนที่,ปัตตานี,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดปัตตานี
NCGPAY00401,NCG00050,4369565420184,ธีรภัทร,ประเสริฐศรี,ชาย,2022-05-19,1099290869818,ธิดารัตน์,อ่อนละมุน,ผู้ปกครองโดยชอบด้วยกฎหมาย,2022-06-10,2022-06-16,2022-06-16,2022-08-01,2,600,จ่ายสำเร็จ,พร้อมเพย์,4,5500,ระบบออนไลน์,ระยอง,ทุ่งสุข,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดระยอง
NCGPAY00454,NCG00028,1177987136295,สุภาวดี,เจริญสุข,หญิง,2022-03-20,1146535379334,วนิดา,กุลวงศ์,บิดา,2022-06-16,2022-06-20,2022-06-20,2022-08-01,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,7,6250,ระบบออนไลน์,ตราด,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดตราด
NCGPAY00380,NCG00066,3019247215310,กิตติภัทร,เกียรติไพศาล,ชาย,2022-03-10,1947768659155,ธนกฤต,บุญช่วย,มารดา,2022-06-12,2022-07-01,2022-07-01,2022-08-02,2,1200,จ่ายย้อนหลังรวมหลายงวด,โอนเข้าบัญชีธนาคาร,5,13750,เจ้าหน้าที่ช่วยลงทะเบียน,สกลนคร,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสกลนคร
NCGPAY00384,NCG00272,7607873870776,ชนิดา,จันทร์หอม,ชาย,2022-03-19,3834837123942,ชลธิชา,ทองดี,บิดา,2022-06-27,2022-06-30,2022-06-30,2022-08-04,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,2,4000,หน่วยบริการเคลื่อนที่,นครสวรรค์,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนครสวรรค์
NCGPAY00186,NCG00186,5076148346258,สุภาวดี,วงศ์คำ,หญิง,2022-05-31,7205444504729,อภิญญา,มีทรัพย์,ผู้ปกครองโดยชอบด้วยกฎหมาย,2022-06-30,2022-07-07,2022-07-07,2022-08-07,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,6,1500,หน่วยบริการเคลื่อนที่,อุบลราชธานี,บ้านใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดอุบลราชธานี
NCGPAY00448,NCG00108,8621378426380,ธีรภัทร,อ่อนละมุน,หญิง,2022-02-01,4783704669357,ศิรินภา,ศรีจันทร์,มารดา,2022-05-30,2022-06-20,2022-06-20,2022-08-13,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,2,14250,เจ้าหน้าที่ช่วยลงทะเบียน,สุพรรณบุรี,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสุพรรณบุรี
NCGPAY00330,NCG00073,6741799148907,กิตติภัทร,พรมศรี,ชาย,2021-12-16,2395356945446,กมลชนก,ใจดี,มารดา,2022-06-15,2022-07-12,2022-07-12,2022-08-17,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,7,7500,เจ้าหน้าที่ช่วยลงทะเบียน,อุบลราชธานี,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดอุบลราชธานี
NCGPAY00052,NCG00052,8240399515252,ธนพร,วงศ์คำ,หญิง,2022-07-18,7105687404372,ธัญชนก,แสงทอง,ผู้ปกครองโดยชอบด้วยกฎหมาย,2022-08-07,2022-08-21,2022-08-21,2022-08-27,1,600,จ่ายสำเร็จ,พร้อมเพย์,2,7500,เจ้าหน้าที่ช่วยลงทะเบียน,ระยอง,ศรีพัฒนา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดระยอง
NCGPAY00467,NCG00028,1177987136295,สุภาวดี,เจริญสุข,หญิง,2022-03-20,1146535379334,วนิดา,กุลวงศ์,บิดา,2022-06-16,2022-06-20,2022-06-20,2022-08-29,3,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,7,6250,ระบบออนไลน์,ตราด,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดตราด
NCGPAY00446,NCG00066,3019247215310,กิตติภัทร,เกียรติไพศาล,ชาย,2022-03-10,1947768659155,ธนกฤต,บุญช่วย,มารดา,2022-06-12,2022-07-01,2022-07-01,2022-08-30,3,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,5,13750,เจ้าหน้าที่ช่วยลงทะเบียน,สกลนคร,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสกลนคร
NCGPAY00266,NCG00266,4030663922367,จิราภรณ์,แสนดี,ชาย,2022-04-25,5145560296082,อาทิตยา,นิลแก้ว,มารดา,2022-07-20,2022-08-15,2022-08-15,2022-09-10,1,600,จ่ายสำเร็จ,พร้อมเพย์,3,14250,หน่วยบริการเคลื่อนที่,ปราจีนบุรี,คลองใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดปราจีนบุรี
NCGPAY00071,NCG00071,5488565680506,ชยพล,สุขใจ,หญิง,2022-01-31,2693203063507,ศิวกร,บุญช่วย,มารดา,2022-08-24,2022-09-03,2022-09-03,2022-09-13,1,600,จ่ายสำเร็จ,พร้อมเพย์,2,3500,เจ้าหน้าที่ช่วยลงทะเบียน,สมุทรสาคร,ศรีพัฒนา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสมุทรสาคร
NCGPAY00121,NCG00121,2916748425911,สายฝน,จันทร์ฉาย,ชาย,2022-06-24,4150022709241,กฤษฎา,ศรีสมบัติ,มารดา,2022-08-28,2022-09-07,2022-09-07,2022-09-14,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,13250,เจ้าหน้าที่ช่วยลงทะเบียน,น่าน,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดน่าน
NCGPAY00434,NCG00073,6741799148907,กิตติภัทร,พรมศรี,ชาย,2021-12-16,2395356945446,กมลชนก,ใจดี,มารดา,2022-06-15,2022-07-12,2022-07-12,2022-09-20,3,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,7,7500,เจ้าหน้าที่ช่วยลงทะเบียน,อุบลราชธานี,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดอุบลราชธานี
NCGPAY00097,NCG00097,8906697935488,พัชรินทร์,ยอดแก้ว,ชาย,2022-02-11,6059380359453,อรทัย,สมบูรณ์ผล,บิดา,2022-08-26,2022-09-16,2022-09-16,2022-09-24,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,1500,หน่วยบริการเคลื่อนที่,นครปฐม,ทุ่งสุข,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนครปฐม
NCGPAY00399,NCG00052,8240399515252,ธนพร,วงศ์คำ,หญิง,2022-07-18,7105687404372,ธัญชนก,แสงทอง,ผู้ปกครองโดยชอบด้วยกฎหมาย,2022-08-07,2022-08-21,2022-08-21,2022-09-29,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,2,7500,เจ้าหน้าที่ช่วยลงทะเบียน,ระยอง,ศรีพัฒนา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดระยอง
NCGPAY00177,NCG00177,5895763449804,อชิระ,นิลแก้ว,หญิง,2022-05-31,6099615405905,ศศิธร,บุญธรรม,มารดา,2022-09-04,2022-09-16,2022-09-16,2022-10-09,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,7,9000,หน่วยบริการเคลื่อนที่,จันทบุรี,บ้านใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดจันทบุรี
NCGPAY00456,NCG00266,4030663922367,จิราภรณ์,แสนดี,ชาย,2022-04-25,5145560296082,อาทิตยา,นิลแก้ว,มารดา,2022-07-20,2022-08-15,2022-08-15,2022-10-10,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,14250,หน่วยบริการเคลื่อนที่,ปราจีนบุรี,คลองใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดปราจีนบุรี
NCGPAY00421,NCG00121,2916748425911,สายฝน,จันทร์ฉาย,ชาย,2022-06-24,4150022709241,กฤษฎา,ศรีสมบัติ,มารดา,2022-08-28,2022-09-07,2022-09-07,2022-10-12,2,600,จ่ายสำเร็จ,พร้อมเพย์,3,13250,เจ้าหน้าที่ช่วยลงทะเบียน,น่าน,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดน่าน
NCGPAY00058,NCG00058,4685487069309,วรเมธ,ยอดแก้ว,หญิง,2022-07-12,2682275953923,สุรีย์พร,เมืองแก้ว,มารดา,2022-09-29,2022-10-07,2022-10-07,2022-10-13,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,6,10000,หน่วยบริการเคลื่อนที่,บุรีรัมย์,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดบุรีรัมย์
NCGPAY00196,NCG00196,3460345240830,ชนิดา,พิทักษ์วงศ์,ชาย,2022-04-04,1046290157629,สุพัตรา,บุญเกิด,มารดา,2022-08-13,2022-09-11,2022-09-11,2022-10-14,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,2,2250,ลงทะเบียน ณ หน่วยรับลงทะเบียน,ปัตตานี,คลองใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดปัตตานี
NCGPAY00242,NCG00242,8107121784585,ธนกฤต,ศรีสุข,หญิง,2022-02-26,3668354271632,ปกรณ์,แสนดี,บิดา,2022-10-18,2022-10-27,2022-10-27,2022-11-11,1,600,จ่ายสำเร็จ,พร้อมเพย์,6,4750,ลงทะเบียน ณ หน่วยรับลงทะเบียน,ระยอง,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดระยอง
NCGPAY00473,NCG00058,4685487069309,วรเมธ,ยอดแก้ว,หญิง,2022-07-12,2682275953923,สุรีย์พร,เมืองแก้ว,มารดา,2022-09-29,2022-10-07,2022-10-07,2022-11-14,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,6,10000,หน่วยบริการเคลื่อนที่,บุรีรัมย์,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดบุรีรัมย์
NCGPAY00472,NCG00121,2916748425911,สายฝน,จันทร์ฉาย,ชาย,2022-06-24,4150022709241,กฤษฎา,ศรีสมบัติ,มารดา,2022-08-28,2022-09-07,2022-09-07,2022-11-15,3,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,13250,เจ้าหน้าที่ช่วยลงทะเบียน,น่าน,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดน่าน
NCGPAY00441,NCG00196,3460345240830,ชนิดา,พิทักษ์วงศ์,ชาย,2022-04-04,1046290157629,สุพัตรา,บุญเกิด,มารดา,2022-08-13,2022-09-11,2022-09-11,2022-11-18,2,600,จ่ายสำเร็จ,พร้อมเพย์,2,2250,ลงทะเบียน ณ หน่วยรับลงทะเบียน,ปัตตานี,คลองใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดปัตตานี
NCGPAY00140,NCG00140,6434290193809,กฤติน,รัตนวงศ์,ชาย,2022-09-22,7049934786629,กาญจนา,พูลเพิ่ม,มารดา,2022-10-17,2022-11-04,2022-11-04,2022-11-28,1,600,จ่ายสำเร็จ,พร้อมเพย์,6,8750,ระบบออนไลน์,ปทุมธานี,เมืองปทุมธานี,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดปทุมธานี
NCGPAY00164,NCG00164,2125938423592,ธนพร,บุญเกิด,ชาย,2022-10-21,7188646461188,ปัทมา,วงศ์สวัสดิ์,มารดา,2022-11-10,2022-11-25,2022-11-25,2022-11-30,1,1200,จ่ายย้อนหลังรวมหลายงวด,โอนเข้าบัญชีธนาคาร,6,2500,ระบบออนไลน์,แพร่,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดแพร่
NCGPAY00317,NCG00242,8107121784585,ธนกฤต,ศรีสุข,หญิง,2022-02-26,3668354271632,ปกรณ์,แสนดี,บิดา,2022-10-18,2022-10-27,2022-10-27,2022-12-10,2,1800,จ่ายย้อนหลังรวมหลายงวด,โอนเข้าบัญชีธนาคาร,6,4750,ลงทะเบียน ณ หน่วยรับลงทะเบียน,ระยอง,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดระยอง
NCGPAY00007,NCG00007,5842259809646,ชญานิศ,พรหมมา,ชาย,2022-04-11,5557726164324,นิภาพร,พิพัฒน์กุล,มารดา,2022-10-21,2022-11-16,2022-11-16,2022-12-14,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,12750,ระบบออนไลน์,สระแก้ว,บ้านใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสระแก้ว
NCGPAY00017,NCG00017,4447915572431,พีรวิชญ์,เกิดผล,หญิง,2022-05-29,7200506975946,ณิชา,แสงทอง,มารดา,2022-11-06,2022-11-23,2022-11-23,2022-12-27,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,6,7000,เจ้าหน้าที่ช่วยลงทะเบียน,ลำพูน,ศรีพัฒนา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดลำพูน
NCGPAY00091,NCG00091,3636405672556,อภิญญา,อุดมศักดิ์,หญิง,2022-06-22,1197741426475,กาญจนา,ฤทธิไกร,บิดา,2022-12-15,2023-01-03,2023-01-03,2023-01-05,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,7000,ลงทะเบียน ณ หน่วยรับลงทะเบียน,สระบุรี,ทุ่งสุข,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสระบุรี
NCGPAY00035,NCG00035,1679964183456,ภาคิน,รัตนวงศ์,หญิง,2022-10-12,2741601830271,จิราภรณ์,นิลแก้ว,มารดา,2022-11-07,2022-12-03,2022-12-03,2023-01-07,1,1800,จ่ายย้อนหลังรวมหลายงวด,โอนเข้าบัญชีธนาคาร,3,5500,หน่วยบริการเคลื่อนที่,ปราจีนบุรี,ทุ่งสุข,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดปราจีนบุรี
NCGPAY00465,NCG00007,5842259809646,ชญานิศ,พรหมมา,ชาย,2022-04-11,5557726164324,นิภาพร,พิพัฒน์กุล,มารดา,2022-10-21,2022-11-16,2022-11-16,2023-01-11,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,12750,ระบบออนไลน์,สระแก้ว,บ้านใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสระแก้ว
