payment_id,case_id,citizen_id,first_name,last_name,gender,birth_date,target_group,welfare_type,assistance_reason,request_date,approval_date,payment_date,approved_amount,paid_amount,payment_method,payment_status,payment_round,fund_source,province,district,agency,request_year,request_month,request_ym,approval_year,approval_month,approval_ym,payment_year,payment_month,payment_ym,days_to_approval,days_to_payment,approval_to_payment_days,age_at_request,age_group,payment_pct,unpaid_amount,region,province_en,province_id
PAY00059,SOC00013,6664024796872,จุฑามาศ,แสงทอง,ชาย,1947-05-16,ผู้สูงอายุ,เงินสงเคราะห์เด็กในครอบครัวยากจน,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2024-11-24,2024-12-05,2024-12-06,4500,4500,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,1,เงินสำรองเพื่อกรณีฉุกเฉิน,มหาสารคาม,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2024,11,2024-11,2024,12,2024-12,2024,12,2024-12,11,12,1,77,ผู้สูงอายุ (60+),100.0,0,ภาคตะวันออกเฉียงเหนือ,Maha Sarakham,33
PAY00060,SOC00216,5677722032104,ณัฐวุฒิ,ทรัพย์เจริญ,หญิง,2016-05-27,เด็กและเยาวชน,เงินสงเคราะห์คนพิการ,มีภาระหนี้สินและค่าใช้จ่ายจำเป็น,2026-06-04,2026-06-14,2026-06-17,3500,3500,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,1,งบประมาณรายจ่ายประจำปี,ราชบุรี,ทุ่งสุข,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ,2026,6,2026-06,2026,6,2026-06,2026,6,2026-06,10,13,3,10,เด็กและเยาวชน (<18),100.0,0,ภาคตะวันตก,Ratchaburi,56
PAY00061,SOC00353,8999644550274,บุษบา,สุทธิวงศ์,ชาย,1983-10-03,คนพิการ,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,ประสบปัญหาค่าครองชีพ,2025-08-09,2025-08-13,2025-08-19,2500,1000,เงินสดผ่านหน่วยงาน,รอจ่ายงวดถัดไป,1,งบประมาณรายจ่ายประจำปี,สงขลา,สะเดา,ศูนย์คุ้มครองคนไร้ที่พึ่ง,2025,8,2025-08,2025,8,2025-08,2025,8,2025-08,4,10,6,41,วัยแรงงานตอนกลาง (36-59),40.0,1500,ภาคใต้,Songkhla,71
PAY00062,SOC00278,5449099631143,นฤมล,ปัญญาดี,หญิง,2005-01-20,ผู้มีรายได้น้อย,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,มีภาระหนี้สินและค่าใช้จ่ายจำเป็น,2023-04-09,2023-04-17,2023-04-24,3500,3500,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,1,เงินสำรองเพื่อกรณีฉุกเฉิน,กระบี่,บ้านใหม่,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ,2023,4,2023-04,2023,4,2023-04,2023,4,2023-04,8,15,7,18,วัยแรงงานตอนต้น (18-35),100.0,0,ภาคใต้,Krabi,65
PAY00063,SOC00182,8736958089081,รวิศ,ศรีจันทร์,หญิง,1960-03-01,ผู้สูงอายุ,เงินสงเคราะห์เด็กในครอบครัวยากจน,ว่างงานหรือรายได้ลดลง,2023-08-23,2023-08-29,2023-09-04,6500,2000,พร้อมเพย์,จ่ายบางส่วน,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,สกลนคร,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2023,8,2023-08,2023,8,2023-08,2023,9,2023-09,6,12,6,63,ผู้สูงอายุ (60+),30.77,4500,ภาคตะวันออกเฉียงเหนือ,Sakon Nakhon,36
PAY00064,SOC00232,7081007014439,พิมพ์ชนก,สมานมิตร,ชาย,2006-03-24,เด็กและเยาวชน,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,ขาดผู้ดูแลและรายได้,2024-02-26,2024-03-02,2024-03-04,10000,9000,โอนเข้าบัญชีธนาคาร,จ่ายบางส่วน,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,อุดรธานี,ศรีพัฒนา,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ,2024,2,2024-02,2024,3,2024-03,2024,3,2024-03,5,7,2,17,เด็กและเยาวชน (<18),90.0,1000,ภาคตะวันออกเฉียงเหนือ,Udon Thani,30
PAY00065,SOC00207,4906403102464,สายฝน,สมบูรณ์ผล,หญิง,2008-05-01,ผู้มีรายได้น้อย,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,มีค่าใช้จ่ายด้านสุขภาพ,2026-01-26,2026-02-06,2026-02-08,2000,1000,เงินสดผ่านหน่วยงาน,รอจ่ายงวดถัดไป,1,เงินสำรองเพื่อกรณีฉุกเฉิน,สมุทรสาคร,เมือง,ศูนย์คุ้มครองคนไร้ที่พึ่ง,2026,1,2026-01,2026,2,2026-02,2026,2,2026-02,11,13,2,17,เด็กและเยาวชน (<18),50.0,1000,ภาคกลาง,Samut Sakhon,60
PAY00066,SOC00182,8736958089081,รวิศ,ศรีจันทร์,หญิง,1960-03-01,ผู้สูงอายุ,เงินสงเคราะห์เด็กในครอบครัวยากจน,ว่างงานหรือรายได้ลดลง,2023-08-28,2023-09-04,2023-09-08,6500,1500,เงินสดผ่านหน่วยงาน,จ่ายบางส่วน,2,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,สกลนคร,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2023,8,2023-08,2023,9,2023-09,2023,9,2023-09,7,11,4,63,ผู้สูงอายุ (60+),23.08,5000,ภาคตะวันออกเฉียงเหนือ,Sakon Nakhon,36
PAY00067,SOC00329,8961874810092,สุรศักดิ์,แสงจันทร์,ชาย,1994-08-18,คนพิการ,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,ว่างงานหรือรายได้ลดลง,2025-06-05,2025-06-06,2025-06-07,5500,500,โอนเข้าบัญชีธนาคาร,จ่ายบางส่วน,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,เชียงราย,เชียงของ,บ้านพักเด็กและครอบครัว,2025,6,2025-06,2025,6,2025-06,2025,6,2025-06,1,2,1,30,วัยแรงงานตอนต้น (18-35),9.09,5000,ภาคเหนือ,Chiang Rai,46
PAY00068,SOC00125,7972318178827,ธนา,วัฒนกุล,หญิง,2005-06-07,สตรีและครอบครัว,เงินช่วยเหลือด้านที่อยู่อาศัย,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2022-01-18,2022-01-19,2022-01-28,5000,3500,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,2,งบประมาณรายจ่ายประจำปี,พิษณุโลก,ศรีพัฒนา,ศูนย์คุ้มครองคนไร้ที่พึ่ง,2022,1,2022-01,2022,1,2022-01,2022,1,2022-01,1,10,9,16,เด็กและเยาวชน (<18),70.0,1500,ภาคกลาง,Phitsanulok,53
PAY00069,SOC00200,5213927845395,วราภรณ์,เรืองฤทธิ์,ชาย,1980-01-10,ผู้มีรายได้น้อย,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ว่างงานหรือรายได้ลดลง,2024-12-08,2024-12-13,2024-12-23,6500,4000,พร้อมเพย์,จ่ายบางส่วน,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,สุพรรณบุรี,บ้านใหม่,บ้านพักเด็กและครอบครัว,2024,12,2024-12,2024,12,2024-12,2024,12,2024-12,5,15,10,44,วัยแรงงานตอนกลาง (36-59),61.54,2500,ภาคกลาง,Suphan Buri,58
PAY00070,SOC00228,1174743688351,เมธาวี,ทองมาก,ชาย,1986-05-25,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,ที่อยู่อาศัยไม่เหมาะสม,2022-08-22,2022-09-01,2022-09-04,5500,1500,เงินสดผ่านหน่วยงาน,รอจ่ายงวดถัดไป,1,งบดำเนินงานของหน่วยงาน,ระยอง,ทุ่งสุข,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2022,8,2022-08,2022,9,2022-09,2022,9,2022-09,10,13,3,36,วัยแรงงานตอนกลาง (36-59),27.27,4000,ภาคตะวันออก,Rayong,12
PAY00071,SOC00433,4027002142600,ภัทรพล,มั่นคง,หญิง,1980-09-17,ผู้มีรายได้น้อย,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,ครอบครัวประสบเหตุฉุกเฉิน,2026-08-14,2026-08-24,2026-08-24,6500,6500,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,1,งบดำเนินงานของหน่วยงาน,ระยอง,ทุ่งสุข,ศูนย์คุ้มครองคนไร้ที่พึ่ง,2026,8,2026-08,2026,8,2026-08,2026,8,2026-08,10,10,0,45,วัยแรงงานตอนกลาง (36-59),100.0,0,ภาคตะวันออก,Rayong,12
PAY00072,SOC00334,1955805695341,ชไมพร,สุนทรวงศ์,หญิง,1998-05-14,คนไร้ที่พึ่ง,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,มีค่าใช้จ่ายด้านสุขภาพ,2025-05-19,2025-05-29,2025-05-30,2500,1500,พร้อมเพย์,จ่ายบางส่วน,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,จันทบุรี,บ้านใหม่,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ,2025,5,2025-05,2025,5,2025-05,2025,5,2025-05,10,11,1,27,วัยแรงงานตอนต้น (18-35),60.0,1000,ภาคตะวันออก,Chanthaburi,13
PAY00073,SOC00224,8259809644730,มยุรี,ธรรมรักษ์,หญิง,1981-04-03,ผู้มีรายได้น้อย,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,มีภาระหนี้สินและค่าใช้จ่ายจำเป็น,2023-09-25,2023-10-01,2023-10-11,2500,2500,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,1,เงินสำรองเพื่อกรณีฉุกเฉิน,อุตรดิตถ์,เมือง,บ้านพักเด็กและครอบครัว,2023,9,2023-09,2023,10,2023-10,2023,10,2023-10,6,16,10,42,วัยแรงงานตอนกลาง (36-59),100.0,0,ภาคเหนือ,Uttaradit,42
PAY00074,SOC00446,6237216689566,กัญญารัตน์,เข็มทอง,หญิง,1953-01-15,คนพิการ,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ครอบครัวประสบเหตุฉุกเฉิน,2023-06-17,2023-06-20,2023-06-23,4000,500,โอนเข้าบัญชีธนาคาร,จ่ายบางส่วน,1,เงินสำรองเพื่อกรณีฉุกเฉิน,จันทบุรี,ทุ่งสุข,บ้านพักเด็กและครอบครัว,2023,6,2023-06,2023,6,2023-06,2023,6,2023-06,3,6,3,70,ผู้สูงอายุ (60+),12.5,3500,ภาคตะวันออก,Chanthaburi,13
PAY00075,SOC00225,4266212027472,เพ็ญนภา,ยอดแก้ว,ชาย,1982-07-30,คนพิการ,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2025-11-07,2025-11-15,2025-11-17,3500,2500,โอนเข้าบัญชีธนาคาร,จ่ายบางส่วน,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,ระยอง,หนองกลาง,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ,2025,11,2025-11,2025,11,2025-11,2025,11,2025-11,8,10,2,43,วัยแรงงานตอนกลาง (36-59),71.43,1000,ภาคตะวันออก,Rayong,12
PAY00076,SOC00257,5018625824481,มนัสวี,บุญช่วย,ชาย,2003-11-29,เด็กและเยาวชน,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,มีค่าใช้จ่ายด้านสุขภาพ,2025-10-09,2025-10-18,2025-10-24,3000,1500,เงินสดผ่านหน่วยงาน,จ่ายบางส่วน,1,เงินสำรองเพื่อกรณีฉุกเฉิน,กระบี่,ทุ่งสุข,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2025,10,2025-10,2025,10,2025-10,2025,10,2025-10,9,15,6,21,วัยแรงงานตอนต้น (18-35),50.0,1500,ภาคใต้,Krabi,65
PAY00077,SOC00147,7326725368021,วราภรณ์,วิริยะกุล,หญิง,1983-07-06,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินช่วยเหลือด้านที่อยู่อาศัย,ที่อยู่อาศัยไม่เหมาะสม,2024-05-08,2024-05-09,2024-05-15,20000,4000,พร้อมเพย์,จ่ายบางส่วน,1,งบดำเนินงานของหน่วยงาน,ลำพูน,คลองใหม่,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ,2024,5,2024-05,2024,5,2024-05,2024,5,2024-05,1,7,6,40,วัยแรงงานตอนกลาง (36-59),20.0,16000,ภาคเหนือ,Lamphun,40
PAY00078,SOC00016,4806263249604,สุรีย์พร,เพิ่มพูน,ชาย,1983-05-24,สตรีและครอบครัว,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ขาดผู้ดูแลและรายได้,2026-06-29,2026-07-07,2026-07-07,7500,2500,โอนเข้าบัญชีธนาคาร,จ่ายบางส่วน,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,บุรีรัมย์,เมือง,ศูนย์คุ้มครองคนไร้ที่พึ่ง,2026,6,2026-06,2026,7,2026-07,2026,7,2026-07,8,8,0,43,วัยแรงงานตอนกลาง (36-59),33.33,5000,ภาคตะวันออกเฉียงเหนือ,Buri Ram,20
PAY00079,SOC00252,8414064445998,ธิดารัตน์,บุญช่วย,หญิง,1966-01-22,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินสงเคราะห์เด็กในครอบครัวยากจน,ขาดผู้ดูแลและรายได้,2024-08-31,2024-09-06,2024-09-09,10000,500,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,2,งบประมาณรายจ่ายประจำปี,จันทบุรี,ทุ่งสุข,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ,2024,8,2024-08,2024,9,2024-09,2024,9,2024-09,6,9,3,58,วัยแรงงานตอนกลาง (36-59),5.0,9500,ภาคตะวันออก,Chanthaburi,13
PAY00080,SOC00386,3383093442551,วาสนา,รัตนกุล,หญิง,1952-07-13,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,มีภาระหนี้สินและค่าใช้จ่ายจำเป็น,2025-05-30,2025-06-08,2025-06-17,6500,5500,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,2,งบประมาณรายจ่ายประจำปี,นราธิวาส,เมือง,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ,2025,5,2025-05,2025,6,2025-06,2025,6,2025-06,9,18,9,72,ผู้สูงอายุ (60+),84.62,1000,ภาคใต้,Narathiwat,77
PAY00081,SOC00463,3023876434160,ภัทรพล,บุญส่ง,หญิง,1974-10-04,ผู้มีรายได้น้อย,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ครอบครัวประสบเหตุฉุกเฉิน,2026-06-11,2026-06-16,2026-06-16,8000,1500,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,2,เงินสำรองเพื่อกรณีฉุกเฉิน,กรุงเทพมหานคร,บางเขน,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2026,6,2026-06,2026,6,2026-06,2026,6,2026-06,5,5,0,51,วัยแรงงานตอนกลาง (36-59),18.75,6500,ภาคกลาง,Bangkok,1
PAY00082,SOC00180,4543633079937,เมธาวี,นิลแก้ว,หญิง,1943-12-13,ผู้สูงอายุ,เงินช่วยเหลือด้านที่อยู่อาศัย,ประสบปัญหาค่าครองชีพ,2026-03-04,2026-03-15,2026-03-22,10500,2000,พร้อมเพย์,จ่ายบางส่วน,1,งบดำเนินงานของหน่วยงาน,ลพบุรี,หนองกลาง,ศูนย์คุ้มครองคนไร้ที่พึ่ง,2026,3,2026-03,2026,3,2026-03,2026,3,2026-03,11,18,7,82,ผู้สูงอายุ (60+),19.05,8500,ภาคกลาง,Lop Buri,7
PAY00083,SOC00491,4479406795336,ปิยธิดา,ตั้งมั่น,ชาย,1976-11-21,สตรีและครอบครัว,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2022-01-23,2022-01-26,2022-02-01,5500,5500,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,1,งบดำเนินงานของหน่วยงาน,กรุงเทพมหานคร,ดินแดง,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ,2022,1,2022-01,2022,1,2022-01,2022,2,2022-02,3,9,6,45,วัยแรงงานตอนกลาง (36-59),100.0,0,ภาคกลาง,Bangkok,1
PAY00084,SOC00112,4920132833501,รัชนี,รัตนวงศ์,หญิง,1947-05-23,ผู้สูงอายุ,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ที่อยู่อาศัยไม่เหมาะสม,2026-07-08,2026-07-20,2026-07-28,4000,2500,พร้อมเพย์,รอจ่ายงวดถัดไป,1,งบประมาณรายจ่ายประจำปี,อุดรธานี,ศรีพัฒนา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2026,7,2026-07,2026,7,2026-07,2026,7,2026-07,12,20,8,79,ผู้สูงอายุ (60+),62.5,1500,ภาคตะวันออกเฉียงเหนือ,Udon Thani,30
PAY00085,SOC00318,3143859781531,นพดล,ธนากุล,ชาย,1996-01-06,ผู้มีรายได้น้อย,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ขาดผู้ดูแลและรายได้,2026-04-13,2026-04-21,2026-04-27,4000,1000,โอนเข้าบัญชีธนาคาร,จ่ายบางส่วน,1,เงินสำรองเพื่อกรณีฉุกเฉิน,สุพรรณบุรี,ศรีพัฒนา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2026,4,2026-04,2026,4,2026-04,2026,4,2026-04,8,14,6,30,วัยแรงงานตอนต้น (18-35),25.0,3000,ภาคกลาง,Suphan Buri,58
PAY00086,SOC00173,2990855004931,สุวิมล,ธนากุล,ชาย,1998-07-14,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,ว่างงานหรือรายได้ลดลง,2025-01-31,2025-02-10,2025-02-11,2000,1500,พร้อมเพย์,จ่ายบางส่วน,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,สุราษฎร์ธานี,คลองใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2025,1,2025-01,2025,2,2025-02,2025,2,2025-02,10,11,1,26,วัยแรงงานตอนต้น (18-35),75.0,500,ภาคใต้,Surat Thani,68
PAY00087,SOC00382,2871362990999,ชไมพร,ตั้งมั่น,หญิง,2007-01-09,เด็กและเยาวชน,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,มีค่าใช้จ่ายด้านสุขภาพ,2026-04-21,2026-05-01,2026-05-03,8000,1000,เงินสดผ่านหน่วยงาน,รอจ่ายงวดถัดไป,1,งบดำเนินงานของหน่วยงาน,นครสวรรค์,ทุ่งสุข,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2026,4,2026-04,2026,5,2026-05,2026,5,2026-05,10,12,2,19,วัยแรงงานตอนต้น (18-35),12.5,7000,ภาคกลาง,Nakhon Sawan,48
PAY00088,SOC00437,3805999728646,สายฝน,แสงทอง,หญิง,1975-08-27,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินสงเคราะห์เด็กในครอบครัวยากจน,ว่างงานหรือรายได้ลดลง,2026-03-28,2026-03-30,2026-04-09,4500,2500,โอนเข้าบัญชีธนาคาร,รอจ่ายงวดถัดไป,1,งบประมาณรายจ่ายประจำปี,กระบี่,เมือง,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ,2026,3,2026-03,2026,3,2026-03,2026,4,2026-04,2,12,10,50,วัยแรงงานตอนกลาง (36-59),55.56,2000,ภาคใต้,Krabi,65
PAY00089,SOC00203,1246854237102,ชยพล,ธรรมรักษ์,หญิง,1940-03-02,ผู้สูงอายุ,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,มีค่าใช้จ่ายด้านสุขภาพ,2025-02-05,2025-02-08,2025-02-13,4500,500,โอนเข้าบัญชีธนาคาร,จ่ายบางส่วน,1,งบประมาณรายจ่ายประจำปี,สุราษฎร์ธานี,ทุ่งสุข,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2025,2,2025-02,2025,2,2025-02,2025,2,2025-02,3,8,5,84,ผู้สูงอายุ (60+),11.11,4000,ภาคใต้,Surat Thani,68
PAY00090,SOC00085,3659961914821,ปกรณ์,รัตนวงศ์,ชาย,2004-07-14,เด็กและเยาวชน,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,ขาดผู้ดูแลและรายได้,2025-11-13,2025-11-15,2025-11-21,2500,2500,พร้อมเพย์,จ่ายครบแล้ว,1,งบประมาณรายจ่ายประจำปี,ลำปาง,บ้านใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2025,11,2025-11,2025,11,2025-11,2025,11,2025-11,2,8,6,21,วัยแรงงานตอนต้น (18-35),100.0,0,ภาคเหนือ,Lampang,41
PAY00091,SOC00083,1279326264943,ปกรณ์,สุวรรณวงศ์,หญิง,2010-12-14,เด็กและเยาวชน,เงินสงเคราะห์คนพิการ,ครอบครัวประสบเหตุฉุกเฉิน,2023-09-21,2023-09-29,2023-10-09,4500,3000,โอนเข้าบัญชีธนาคาร,จ่ายบางส่วน,1,งบประมาณรายจ่ายประจำปี,มหาสารคาม,ศรีพัฒนา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2023,9,2023-09,2023,9,2023-09,2023,10,2023-10,8,18,10,12,เด็กและเยาวชน (<18),66.67,1500,ภาคตะวันออกเฉียงเหนือ,Maha Sarakham,33
PAY00092,SOC00076,1159799300603,ภูริณัฐ,สุทธิวงศ์,ชาย,1989-09-19,สตรีและครอบครัว,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2026-04-05,2026-04-11,2026-04-17,4000,3000,เงินสดผ่านหน่วยงาน,รอจ่ายงวดถัดไป,1,งบประมาณรายจ่ายประจำปี,ตราด,หนองกลาง,บ้านพักเด็กและครอบครัว,2026,4,2026-04,2026,4,2026-04,2026,4,2026-04,6,12,6,36,วัยแรงงานตอนกลาง (36-59),75.0,1000,ภาคตะวันออก,Trat,14
PAY00093,SOC00122,8702933405911,พิกุล,ศรีสง่า,ชาย,1965-11-01,ผู้มีรายได้น้อย,เงินสงเคราะห์คนพิการ,ขาดผู้ดูแลและรายได้,2024-04-22,2024-04-23,2024-04-24,2000,2000,พร้อมเพย์,จ่ายครบแล้ว,1,เงินสำรองเพื่อกรณีฉุกเฉิน,อุบลราชธานี,ศรีพัฒนา,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ,2024,4,2024-04,2024,4,2024-04,2024,4,2024-04,1,2,1,58,วัยแรงงานตอนกลาง (36-59),100.0,0,ภาคตะวันออกเฉียงเหนือ,Ubon Ratchathani,23
PAY00094,SOC00443,7996579409231,กฤษฎา,วัฒนกุล,ชาย,1975-04-28,คนพิการ,เงินช่วยเหลือด้านที่อยู่อาศัย,ว่างงานหรือรายได้ลดลง,2024-07-26,2024-08-06,2024-08-06,16500,16500,พร้อมเพย์,จ่ายครบแล้ว,1,งบดำเนินงานของหน่วยงาน,ชลบุรี,เมืองชลบุรี,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ,2024,7,2024-07,2024,8,2024-08,2024,8,2024-08,11,11,0,49,วัยแรงงานตอนกลาง (36-59),100.0,0,ภาคตะวันออก,Chon Buri,11
PAY00095,SOC00248,1711069285392,ปิยธิดา,รุ่งเรือง,หญิง,1960-06-23,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินสงเคราะห์เด็กในครอบครัวยากจน,มีค่าใช้จ่ายด้านสุขภาพ,2022-04-18,2022-04-30,2022-05-09,8000,4500,โอนเข้าบัญชีธนาคาร,รอจ่ายงวดถัดไป,1,งบประมาณรายจ่ายประจำปี,ลพบุรี,หนองกลาง,ศูนย์คุ้มครองคนไร้ที่พึ่ง,2022,4,2022-04,2022,4,2022-04,2022,5,2022-05,12,21,9,61,ผู้สูงอายุ (60+),56.25,3500,ภาคกลาง,Lop Buri,7
PAY00096,SOC00393,2502522677138,กรรณิการ์,บัวแก้ว,ชาย,1948-07-07,ผู้สูงอายุ,เงินสงเคราะห์เด็กในครอบครัวยากจน,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2024-10-30,2024-11-10,2024-11-20,5500,5500,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,1,งบประมาณรายจ่ายประจำปี,แพร่,หนองกลาง,ศูนย์คุ้มครองคนไร้ที่พึ่ง,2024,10,2024-10,2024,11,2024-11,2024,11,2024-11,11,21,10,76,ผู้สูงอายุ (60+),100.0,0,ภาคเหนือ,Phrae,43
PAY00097,SOC00339,5565278476865,ปวีณา,เกียรติไพศาล,หญิง,2017-07-12,เด็กและเยาวชน,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ครอบครัวประสบเหตุฉุกเฉิน,2024-01-20,2024-01-22,2024-01-24,6500,2500,เงินสดผ่านหน่วยงาน,จ่ายบางส่วน,1,เงินสำรองเพื่อกรณีฉุกเฉิน,บุรีรัมย์,ศรีพัฒนา,บ้านพักเด็กและครอบครัว,2024,1,2024-01,2024,1,2024-01,2024,1,2024-01,2,4,2,6,เด็กและเยาวชน (<18),38.46,4000,ภาคตะวันออกเฉียงเหนือ,Buri Ram,20
PAY00098,SOC00436,5971094264981,เพ็ญนภา,ธรรมคุณ,ชาย,1993-03-05,ผู้มีรายได้น้อย,เงินสงเคราะห์คนพิการ,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2022-11-14,2022-11-25,2022-12-05,7000,2500,เงินสดผ่านหน่วยงาน,จ่ายบางส่วน,1,เงินสำรองเพื่อกรณีฉุกเฉิน,กาฬสินธุ์,คลองใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2022,11,2022-11,2022,11,2022-11,2022,12,2022-12,11,21,10,29,วัยแรงงานตอนต้น (18-35),35.71,4500,ภาคตะวันออกเฉียงเหนือ,Kalasin,35
PAY00099,SOC00426,4117368689091,ธนา,พิทักษ์วงศ์,หญิง,1960-09-04,ผู้สูงอายุ,เงินสงเคราะห์เด็กในครอบครัวยากจน,ว่างงานหรือรายได้ลดลง,2026-04-17,2026-04-23,2026-04-26,6000,3500,พร้อมเพย์,จ่ายบางส่วน,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,นนทบุรี,ปากเกร็ด,ศูนย์คุ้มครองคนไร้ที่พึ่ง,2026,4,2026-04,2026,4,2026-04,2026,4,2026-04,6,9,3,65,ผู้สูงอายุ (60+),58.33,2500,ภาคกลาง,Nonthaburi,3
