citizen_id,first_name,last_name,gender,birth_date,province,region,total_social_cases,problem_types_list,target_groups_list,channels_used,has_emergency_case,latest_case_date,total_welfare_transactions,total_approved_amount,total_paid_amount,welfare_types_list,latest_payment_date,total_child_grants_managed,total_child_grant_paid,children_count,total_aid_received,is_multi_program_beneficiary
2416387552781,ปกรณ์,คำแสน,ชาย,1980-01-16,สงขลา,ภาคใต้,2,รายได้ไม่เพียงพอ; ว่างงาน,ผู้มีรายได้น้อย,หน่วยงานส่งต่อ; เครือข่ายชุมชน,0,2025-02-06,3,9000.0,3000.0,เงินสงเคราะห์เด็กในครอบครัวยากจน,2022-02-24,0,0.0,,3000.0,0
7607873870776,ธนภัทร,สุวรรณวงศ์,ชาย,1957-06-02,ยะลา,ภาคใต้,1,รายได้ไม่เพียงพอ,ผู้สูงอายุ,ระบบออนไลน์,0,2025-11-06,0,0.0,0.0,,,0,0.0,,0.0,0
7571303492442,พรทิพย์,จันทร์ฉาย,หญิง,2005-05-18,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,2,ปัญหาสุขภาพและการดำรงชีพ; รายได้ไม่เพียงพอ,คนไร้ที่พึ่ง,ระบบออนไลน์; สายด่วน พม. 1300,0,2026-08-20,3,25000.0,16500.0,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน; เงินสงเคราะห์คนพิการ,2026-08-24,0,0.0,,16500.0,0
3879640882302,วชิรวิทย์,สุทธิวงศ์,ชาย,1950-08-09,พัทลุง,ภาคใต้,1,ที่อยู่อาศัย,ผู้สูงอายุ,เครือข่ายชุมชน,0,2026-06-28,0,0.0,0.0,,,0,0.0,,0.0,0
8814171986492,ศิวกร,รัตนกุล,หญิง,1982-09-06,เชียงใหม่,ภาคเหนือ,2,ความรุนแรงในครอบครัว; รายได้ไม่เพียงพอ,ผู้ประสบปัญหาทางสังคมทั่วไป,Walk-in; ระบบออนไลน์,0,2024-12-12,2,11000.0,5500.0,เงินสงเคราะห์คนพิการ,2024-03-19,0,0.0,,5500.0,0
2609163845734,ปิยะพงษ์,มั่นคง,หญิง,1965-02-01,สมุทรปราการ,ภาคกลาง,1,รายได้ไม่เพียงพอ,ผู้สูงอายุ,Walk-in,0,2022-01-15,0,0.0,0.0,,,0,0.0,,0.0,0
5071782280422,ชยุต,บุญส่ง,ชาย,1956-07-08,พิจิตร,ภาคกลาง,1,ปัญหาสุขภาพและการดำรงชีพ,ผู้สูงอายุ,Walk-in,1,2025-04-20,0,0.0,0.0,,,0,0.0,,0.0,0
6050845771638,ศุภลักษณ์,เกิดผล,ชาย,2001-03-28,อุบลราชธานี,ภาคตะวันออกเฉียงเหนือ,2,ขาดผู้ดูแล; ประสบเหตุฉุกเฉิน,ผู้ประสบปัญหาทางสังคมทั่วไป,Walk-in,1,2024-06-30,0,0.0,0.0,,,0,0.0,,0.0,0
6942314063865,มนัสวี,อุดมศักดิ์,ชาย,1963-12-17,ลำพูน,ภาคเหนือ,2,ประสบเหตุฉุกเฉิน; ปัญหาสุขภาพและการดำรงชีพ,ผู้สูงอายุ,ระบบออนไลน์; เครือข่ายชุมชน,1,2024-10-28,2,7000.0,3500.0,เงินสงเคราะห์เด็กในครอบครัวยากจน,2023-05-30,0,0.0,,3500.0,0
2643168295290,พรรณภา,มิตรดี,ชาย,2002-12-20,ชลบุรี,ภาคตะวันออก,1,ความรุนแรงในครอบครัว,สตรีและครอบครัว,หน่วยงานส่งต่อ,0,2024-09-08,0,0.0,0.0,,,0,0.0,,0.0,0
3460345240830,พงศกร,สุนทรวงศ์,ชาย,1995-08-03,นนทบุรี,ภาคกลาง,1,หนี้สินครัวเรือน,สตรีและครอบครัว,หน่วยงานส่งต่อ,0,2025-02-07,1,5000.0,5000.0,เงินสงเคราะห์เด็กในครอบครัวยากจน,2025-02-23,0,0.0,,5000.0,0
2016140203933,กฤษฎา,เจริญผล,ชาย,2023-12-05,สมุทรสาคร,ภาคกลาง,1,ที่อยู่อาศัย,เด็กและเยาวชน,สายด่วน พม. 1300,1,2023-09-26,1,8000.0,8000.0,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,2023-10-08,0,0.0,,8000.0,0
1114485059968,อรทัย,กุลวงศ์,ชาย,2006-08-14,สงขลา,ภาคใต้,1,ประสบเหตุฉุกเฉิน,ผู้ประสบปัญหาทางสังคมทั่วไป,Walk-in,0,2024-09-11,3,18000.0,6000.0,เงินสงเคราะห์เด็กในครอบครัวยากจน,2024-10-04,0,0.0,,6000.0,0
6175018023820,กาญจนา,อ่อนละมุน,หญิง,1954-02-05,พิษณุโลก,ภาคกลาง,1,รายได้ไม่เพียงพอ,ผู้สูงอายุ,สายด่วน พม. 1300,1,2025-01-19,2,12000.0,6000.0,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,2025-02-04,1,600.0,1.0,6600.0,1
5931255930678,นรินทร์,บุญส่ง,ชาย,1939-12-10,ขอนแก่น,ภาคตะวันออกเฉียงเหนือ,1,รายได้ไม่เพียงพอ,ผู้สูงอายุ,สายด่วน พม. 1300,0,2024-08-23,1,3000.0,3000.0,เงินช่วยเหลือด้านที่อยู่อาศัย,2024-09-14,0,0.0,,3000.0,0
6434290193809,พัชรินทร์,เจริญผล,ชาย,1957-08-11,กระบี่,ภาคใต้,1,ความรุนแรงในครอบครัว,ผู้สูงอายุ,Walk-in,0,2025-06-13,0,0.0,0.0,,,0,0.0,,0.0,0
4912356015731,ธีรวัฒน์,นาคทอง,ชาย,1969-02-14,กรุงเทพมหานคร,ภาคกลาง,2,ความรุนแรงในครอบครัว; ที่อยู่อาศัย,ผู้ประสบปัญหาทางสังคมทั่วไป,เครือข่ายชุมชน,1,2025-05-25,3,18000.0,6000.0,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,2023-06-30,0,0.0,,6000.0,0
7311927639501,อัญชลี,ทองดี,ชาย,1952-07-15,ตรัง,ภาคใต้,1,ประสบเหตุฉุกเฉิน,คนพิการ,หน่วยงานส่งต่อ,0,2026-02-25,2,20000.0,10000.0,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,2026-03-12,0,0.0,,10000.0,0
8961874810092,สุรศักดิ์,แสงจันทร์,ชาย,1994-08-18,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,2,ประสบเหตุฉุกเฉิน; รายได้ไม่เพียงพอ,คนพิการ,ระบบออนไลน์; สายด่วน พม. 1300,0,2026-08-01,2,11000.0,5500.0,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,2025-06-11,0,0.0,,5500.0,0
6418265070212,พัชรินทร์,ธรรมคุณ,หญิง,1990-09-26,ราชบุรี,ภาคตะวันตก,1,ความรุนแรงในครอบครัว,สตรีและครอบครัว,หน่วยงานส่งต่อ,1,2025-05-23,0,0.0,0.0,,,1,1200.0,1.0,1200.0,0
5499312856054,วรวิทย์,บุญธรรม,หญิง,2014-10-03,สุราษฎร์ธานี,ภาคใต้,1,หนี้สินครัวเรือน,เด็กและเยาวชน,สายด่วน พม. 1300,0,2023-12-22,1,10000.0,10000.0,เงินช่วยเหลือด้านที่อยู่อาศัย,2024-01-04,0,0.0,,10000.0,0
2648215185615,ศิรินภา,เรืองฤทธิ์,หญิง,2024-02-24,จันทบุรี,ภาคตะวันออก,1,หนี้สินครัวเรือน,เด็กและเยาวชน,Walk-in,1,2024-07-18,3,6000.0,2000.0,เงินสงเคราะห์คนพิการ,2024-08-09,0,0.0,,2000.0,0
6770693544191,ณัฐวุฒิ,คุ้มภัย,หญิง,1976-03-02,แพร่,ภาคเหนือ,1,ที่อยู่อาศัย,ผู้ประสบปัญหาทางสังคมทั่วไป,สายด่วน พม. 1300,0,2026-07-06,1,2000.0,2000.0,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,2026-07-16,1,2400.0,1.0,4400.0,1
7193309946432,ณัฐพงษ์,ธรรมคุณ,ชาย,1982-04-23,อุตรดิตถ์,ภาคเหนือ,2,ความรุนแรงในครอบครัว; ปัญหาสุขภาพและการดำรงชีพ,ผู้ประสบปัญหาทางสังคมทั่วไป,สายด่วน พม. 1300; เครือข่ายชุมชน,1,2025-07-01,4,31500.0,16500.0,เงินสงเคราะห์คนพิการ; เงินสงเคราะห์เด็กในครอบครัวยากจน,2025-07-21,0,0.0,,16500.0,0
1153238619508,จิราภรณ์,ศรีนวล,หญิง,2010-11-23,สระแก้ว,ภาคตะวันออก,2,ขาดผู้ดูแล; ประสบเหตุฉุกเฉิน,เด็กและเยาวชน,Walk-in; หน่วยงานส่งต่อ,1,2025-01-09,2,29500.0,29500.0,เงินช่วยเหลือด้านที่อยู่อาศัย; เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,2025-01-15,0,0.0,,29500.0,0
8307617966931,กมลชนก,ศรีนวล,หญิง,1971-11-03,พิษณุโลก,ภาคกลาง,2,ขาดผู้ดูแล; ว่างงาน,สตรีและครอบครัว,Walk-in; ระบบออนไลน์,0,2026-07-13,0,0.0,0.0,,,0,0.0,,0.0,0
4920132833501,รัชนี,รัตนวงศ์,หญิง,1947-05-23,อุดรธานี,ภาคตะวันออกเฉียงเหนือ,1,รายได้ไม่เพียงพอ,ผู้สูงอายุ,ระบบออนไลน์,0,2026-07-06,2,8000.0,4000.0,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,2026-07-28,0,0.0,,4000.0,0
3892952290471,พีรพัฒน์,บุญธรรม,หญิง,1977-03-13,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,2,ประสบเหตุฉุกเฉิน; หนี้สินครัวเรือน,ผู้มีรายได้น้อย,เครือข่ายชุมชน,0,2024-01-19,1,5000.0,5000.0,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,2022-12-05,0,0.0,,5000.0,0
8153529877837,พชร,ประดับศรี,ชาย,1970-10-25,จันทบุรี,ภาคตะวันออก,1,ประสบเหตุฉุกเฉิน,ผู้มีรายได้น้อย,Walk-in,1,2025-06-26,0,0.0,0.0,,,1,600.0,1.0,600.0,0
6025487269245,ศิรินภา,กุลวงศ์,ชาย,1994-03-12,ปราจีนบุรี,ภาคตะวันออก,1,รายได้ไม่เพียงพอ,ผู้ประสบปัญหาทางสังคมทั่วไป,เครือข่ายชุมชน,0,2025-06-12,3,28500.0,9500.0,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,2025-06-22,1,600.0,1.0,10100.0,1
1140292518312,ศุภลักษณ์,จารุวัฒน์,ชาย,2004-06-22,สกลนคร,ภาคตะวันออกเฉียงเหนือ,2,ขาดผู้ดูแล; ปัญหาสุขภาพและการดำรงชีพ,เด็กและเยาวชน,ระบบออนไลน์,0,2025-02-24,2,23000.0,11500.0,เงินช่วยเหลือด้านที่อยู่อาศัย,2022-06-25,0,0.0,,11500.0,0
4030663922367,กาญจนา,สุวรรณศรี,ชาย,1957-11-14,สงขลา,ภาคใต้,1,ประสบเหตุฉุกเฉิน,ผู้สูงอายุ,หน่วยงานส่งต่อ,0,2026-06-19,1,8500.0,8500.0,เงินช่วยเหลือด้านที่อยู่อาศัย,2026-06-28,0,0.0,,8500.0,0
6891795333954,เกศรินทร์,เรืองฤทธิ์,ชาย,1984-05-07,ปทุมธานี,ภาคกลาง,2,ความรุนแรงในครอบครัว; รายได้ไม่เพียงพอ,ผู้มีรายได้น้อย,สายด่วน พม. 1300,1,2026-03-17,3,51000.0,17000.0,เงินช่วยเหลือด้านที่อยู่อาศัย,2026-04-08,0,0.0,,17000.0,0
8812706443560,วชิรวิทย์,เกษมสุข,หญิง,1963-06-01,อุบลราชธานี,ภาคตะวันออกเฉียงเหนือ,2,ที่อยู่อาศัย; ว่างงาน,ผู้สูงอายุ,ระบบออนไลน์; สายด่วน พม. 1300,0,2026-02-23,3,9000.0,3000.0,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,2026-03-16,0,0.0,,3000.0,0
8440504636601,สายฝน,จำปาแก้ว,หญิง,1966-08-21,นครสวรรค์,ภาคกลาง,1,ว่างงาน,คนพิการ,สายด่วน พม. 1300,0,2026-05-09,1,6500.0,6500.0,เงินสงเคราะห์คนพิการ,2026-05-28,0,0.0,,6500.0,0
6602393035595,วราภรณ์,คำดี,ชาย,2004-07-18,สุราษฎร์ธานี,ภาคใต้,1,รายได้ไม่เพียงพอ,ผู้ประสบปัญหาทางสังคมทั่วไป,Walk-in,1,2024-10-02,3,9000.0,3000.0,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,2024-10-23,1,1200.0,1.0,4200.0,1
8702933405911,พิกุล,ศรีสง่า,ชาย,1965-11-01,อุบลราชธานี,ภาคตะวันออกเฉียงเหนือ,1,ประสบเหตุฉุกเฉิน,ผู้มีรายได้น้อย,สายด่วน พม. 1300,0,2024-04-21,1,2000.0,2000.0,เงินสงเคราะห์คนพิการ,2024-04-24,0,0.0,,2000.0,0
6577609981502,วิภาวี,เกษมสุข,ชาย,1992-08-18,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,หนี้สินครัวเรือน,ผู้ประสบปัญหาทางสังคมทั่วไป,เครือข่ายชุมชน,0,2026-03-24,1,4000.0,4000.0,เงินสงเคราะห์คนพิการ,2026-04-04,0,0.0,,4000.0,0
7972318178827,ธนา,วัฒนกุล,หญิง,2005-06-07,พิษณุโลก,ภาคกลาง,1,ประสบเหตุฉุกเฉิน,สตรีและครอบครัว,หน่วยงานส่งต่อ,1,2022-01-15,2,10000.0,5000.0,เงินช่วยเหลือด้านที่อยู่อาศัย,2022-01-28,0,0.0,,5000.0,0
7796041239748,นิตยา,ประเสริฐศรี,หญิง,2000-05-29,จันทบุรี,ภาคตะวันออก,1,ประสบเหตุฉุกเฉิน,ผู้ประสบปัญหาทางสังคมทั่วไป,Walk-in,0,2026-06-30,2,18000.0,9000.0,เงินสงเคราะห์เด็กในครอบครัวยากจน,2026-07-12,0,0.0,,9000.0,0
5668932373375,สุภาวดี,สุขเกษม,ชาย,2016-12-31,สกลนคร,ภาคตะวันออกเฉียงเหนือ,2,ที่อยู่อาศัย; ประสบเหตุฉุกเฉิน,เด็กและเยาวชน,Walk-in; สายด่วน พม. 1300,0,2026-08-15,2,23000.0,23000.0,เงินช่วยเหลือด้านที่อยู่อาศัย; เงินสงเคราะห์คนพิการ,2026-08-24,1,1200.0,1.0,24200.0,1
7411660149308,ณิชา,ศรีสุข,หญิง,1961-08-07,ชลบุรี,ภาคตะวันออก,1,หนี้สินครัวเรือน,ผู้สูงอายุ,Walk-in,0,2025-11-21,3,16500.0,5500.0,เงินสงเคราะห์เด็กในครอบครัวยากจน,2025-12-13,0,0.0,,5500.0,0
8687267231381,กรรณิการ์,คงเจริญ,ชาย,1985-08-03,เชียงใหม่,ภาคเหนือ,1,ว่างงาน,ผู้มีรายได้น้อย,สายด่วน พม. 1300,0,2025-04-06,1,4500.0,4500.0,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,2025-04-20,0,0.0,,4500.0,0
8354749751882,กัญญารัตน์,จิตต์มั่น,หญิง,1954-08-04,กระบี่,ภาคใต้,1,ปัญหาสุขภาพและการดำรงชีพ,ผู้สูงอายุ,เครือข่ายชุมชน,0,2022-11-17,0,0.0,0.0,,,0,0.0,,0.0,0
4469110189890,ธีรภัทร,คุ้มภัย,หญิง,1976-02-04,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,1,รายได้ไม่เพียงพอ,คนไร้ที่พึ่ง,ระบบออนไลน์,1,2025-02-27,1,9000.0,9000.0,เงินสงเคราะห์เด็กในครอบครัวยากจน,2025-03-08,0,0.0,,9000.0,0
5145560296082,พชร,ตั้งมั่น,ชาย,1991-01-02,ลพบุรี,ภาคกลาง,1,รายได้ไม่เพียงพอ,ผู้ประสบปัญหาทางสังคมทั่วไป,หน่วยงานส่งต่อ,0,2026-06-29,0,0.0,0.0,,,1,1200.0,1.0,1200.0,0
7791821701292,อภิญญา,จารุวัฒน์,หญิง,1996-10-02,สมุทรปราการ,ภาคกลาง,1,หนี้สินครัวเรือน,สตรีและครอบครัว,เครือข่ายชุมชน,0,2025-08-16,0,0.0,0.0,,,0,0.0,,0.0,0
2443182373342,ธนา,บุญช่วย,หญิง,2020-04-12,สุพรรณบุรี,ภาคกลาง,1,ประสบเหตุฉุกเฉิน,เด็กและเยาวชน,หน่วยงานส่งต่อ,1,2025-08-21,3,25500.0,8500.0,เงินสงเคราะห์เด็กในครอบครัวยากจน,2025-09-11,0,0.0,,8500.0,0
7069373225208,วนิดา,ธนากุล,หญิง,2004-04-27,สงขลา,ภาคใต้,2,ความรุนแรงในครอบครัว; หนี้สินครัวเรือน,เด็กและเยาวชน,หน่วยงานส่งต่อ; เครือข่ายชุมชน,0,2023-11-22,0,0.0,0.0,,,0,0.0,,0.0,0
7847287882876,วรเมธ,สุวรรณวงศ์,หญิง,1971-08-04,ลำปาง,ภาคเหนือ,1,ประสบเหตุฉุกเฉิน,คนไร้ที่พึ่ง,เครือข่ายชุมชน,0,2024-10-12,3,9000.0,3000.0,เงินช่วยเหลือด้านที่อยู่อาศัย,2024-10-23,0,0.0,,3000.0,0
6129283251391,ชลธิชา,พึ่งบุญ,หญิง,2011-02-20,ลำพูน,ภาคเหนือ,1,รายได้ไม่เพียงพอ,เด็กและเยาวชน,เครือข่ายชุมชน,0,2022-09-03,0,0.0,0.0,,,0,0.0,,0.0,0
7740352402564,วรรณวิสา,ทองมาก,หญิง,1964-05-26,ระยอง,ภาคตะวันออก,1,ความรุนแรงในครอบครัว,ผู้ประสบปัญหาทางสังคมทั่วไป,Walk-in,0,2023-01-11,0,0.0,0.0,,,0,0.0,,0.0,0
2630581397593,กัลยา,พูลเพิ่ม,ชาย,2020-06-19,ชลบุรี,ภาคตะวันออก,1,ที่อยู่อาศัย,คนพิการ,สายด่วน พม. 1300,1,2022-09-09,1,9000.0,9000.0,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,2022-09-27,1,600.0,1.0,9600.0,1
4598003894962,ธนา,ทวีทรัพย์,ชาย,1975-08-21,สกลนคร,ภาคตะวันออกเฉียงเหนือ,1,ประสบเหตุฉุกเฉิน,ผู้ประสบปัญหาทางสังคมทั่วไป,ระบบออนไลน์,1,2025-06-10,0,0.0,0.0,,,0,0.0,,0.0,0
8503599380806,พิกุล,วัฒนศรี,ชาย,1972-12-18,ขอนแก่น,ภาคตะวันออกเฉียงเหนือ,1,หนี้สินครัวเรือน,ผู้ประสบปัญหาทางสังคมทั่วไป,หน่วยงานส่งต่อ,1,2023-07-31,0,0.0,0.0,,,0,0.0,,0.0,0
3956559687992,รัตนา,คำดี,หญิง,1975-07-05,ลพบุรี,ภาคกลาง,1,ความรุนแรงในครอบครัว,ผู้มีรายได้น้อย,สายด่วน พม. 1300,1,2022-01-11,0,0.0,0.0,,,1,600.0,1.0,600.0,0
1006605605860,ชไมพร,ทองอินทร์,ชาย,1976-02-25,น่าน,ภาคเหนือ,1,หนี้สินครัวเรือน,ผู้มีรายได้น้อย,หน่วยงานส่งต่อ,0,2023-10-28,3,19500.0,6500.0,เงินสงเคราะห์เด็กในครอบครัวยากจน,2023-11-09,0,0.0,,6500.0,0
4558227849073,ศิริพร,เพิ่มพูน,ชาย,1936-05-05,พัทลุง,ภาคใต้,1,ที่อยู่อาศัย,ผู้สูงอายุ,Walk-in,0,2024-11-11,0,0.0,0.0,,,0,0.0,,0.0,0
7326725368021,วราภรณ์,วิริยะกุล,หญิง,1983-07-06,ลำพูน,ภาคเหนือ,1,หนี้สินครัวเรือน,ผู้ประสบปัญหาทางสังคมทั่วไป,สายด่วน พม. 1300,0,2024-05-06,3,60000.0,20000.0,เงินช่วยเหลือด้านที่อยู่อาศัย,2024-05-25,0,0.0,,20000.0,0
7513468553822,สิริกานต์,วัฒนชัย,หญิง,1941-12-27,มหาสารคาม,ภาคตะวันออกเฉียงเหนือ,1,ที่อยู่อาศัย,ผู้สูงอายุ,หน่วยงานส่งต่อ,0,2024-05-11,0,0.0,0.0,,,0,0.0,,0.0,0
6631677191388,รุจิรา,สุทธิวงศ์,ชาย,1994-11-09,จันทบุรี,ภาคตะวันออก,1,ขาดผู้ดูแล,คนไร้ที่พึ่ง,Walk-in,0,2026-03-10,2,31000.0,15500.0,เงินช่วยเหลือด้านที่อยู่อาศัย,2026-03-25,0,0.0,,15500.0,0
2347442790261,จิราภรณ์,โพธิ์ทอง,ชาย,1957-08-28,สงขลา,ภาคใต้,2,ความรุนแรงในครอบครัว; ว่างงาน,ผู้สูงอายุ,Walk-in,0,2024-12-06,1,8500.0,8500.0,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,2024-12-21,0,0.0,,8500.0,0
4421196577241,ชาญวิทย์,สุขใจ,ชาย,1996-01-11,ปทุมธานี,ภาคกลาง,1,ประสบเหตุฉุกเฉิน,คนไร้ที่พึ่ง,ระบบออนไลน์,0,2024-03-30,0,0.0,0.0,,,1,1200.0,1.0,1200.0,0
4824054681927,เอกภพ,ศรีจันทร์,ชาย,1953-07-03,ขอนแก่น,ภาคตะวันออกเฉียงเหนือ,1,ขาดผู้ดูแล,ผู้สูงอายุ,Walk-in,0,2024-06-07,0,0.0,0.0,,,0,0.0,,0.0,0
3694581823047,สุวิมล,อ่อนละมุน,หญิง,1969-04-18,ชลบุรี,ภาคตะวันออก,1,ประสบเหตุฉุกเฉิน,สตรีและครอบครัว,หน่วยงานส่งต่อ,0,2023-05-13,0,0.0,0.0,,,0,0.0,,0.0,0
7701100476394,ธีรภัทร,บุญส่ง,ชาย,1976-08-09,ราชบุรี,ภาคตะวันตก,1,ความรุนแรงในครอบครัว,ผู้มีรายได้น้อย,ระบบออนไลน์,1,2022-07-03,0,0.0,0.0,,,1,1200.0,1.0,1200.0,0
8271399955733,พรชัย,ใจดี,ชาย,1992-05-19,สกลนคร,ภาคตะวันออกเฉียงเหนือ,1,รายได้ไม่เพียงพอ,คนไร้ที่พึ่ง,Walk-in,1,2024-04-10,2,18000.0,9000.0,เงินสงเคราะห์เด็กในครอบครัวยากจน,2024-04-22,0,0.0,,9000.0,0
2197023286417,สุพัตรา,เกษมสุข,ชาย,2002-11-11,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,1,ว่างงาน,ผู้มีรายได้น้อย,Walk-in,1,2026-07-01,0,0.0,0.0,,,0,0.0,,0.0,0
6154240759810,พัชรินทร์,มิตรดี,หญิง,1941-09-05,สระแก้ว,ภาคตะวันออก,2,ที่อยู่อาศัย; ว่างงาน,ผู้สูงอายุ,ระบบออนไลน์; หน่วยงานส่งต่อ,1,2025-10-20,3,22500.0,7500.0,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,2022-07-09,0,0.0,,7500.0,0
5955023006223,ปัทมา,เพชรรัตน์,หญิง,1942-01-23,สุพรรณบุรี,ภาคกลาง,1,รายได้ไม่เพียงพอ,ผู้สูงอายุ,Walk-in,0,2024-01-13,0,0.0,0.0,,,0,0.0,,0.0,0
5633241530936,รวิศ,เข็มทอง,ชาย,1957-01-08,จันทบุรี,ภาคตะวันออก,2,ขาดผู้ดูแล; หนี้สินครัวเรือน,คนพิการ,สายด่วน พม. 1300; หน่วยงานส่งต่อ,0,2023-05-28,0,0.0,0.0,,,0,0.0,,0.0,0
7721811610341,บุษบา,แสนดี,ชาย,1994-02-03,ลำปาง,ภาคเหนือ,1,ว่างงาน,คนพิการ,ระบบออนไลน์,1,2023-06-03,0,0.0,0.0,,,0,0.0,,0.0,0
5885038937342,วรัญญา,สืบสาย,หญิง,1959-12-08,ตรัง,ภาคใต้,1,ปัญหาสุขภาพและการดำรงชีพ,ผู้ประสบปัญหาทางสังคมทั่วไป,หน่วยงานส่งต่อ,0,2023-04-12,0,0.0,0.0,,,1,2400.0,1.0,2400.0,0
5908646124684,สุภาวดี,พิทักษ์วงศ์,ชาย,1961-05-19,สุรินทร์,ภาคตะวันออกเฉียงเหนือ,1,ที่อยู่อาศัย,ผู้มีรายได้น้อย,ระบบออนไลน์,0,2022-07-13,2,9000.0,4500.0,เงินสงเคราะห์คนพิการ,2022-07-28,0,0.0,,4500.0,0
2580717310193,วรัญญา,วัฒนศรี,ชาย,1975-04-01,ตรัง,ภาคใต้,2,ขาดผู้ดูแล; ประสบเหตุฉุกเฉิน,ผู้มีรายได้น้อย,ระบบออนไลน์; สายด่วน พม. 1300,1,2025-09-13,3,19500.0,6500.0,เงินช่วยเหลือด้านที่อยู่อาศัย,2025-10-06,0,0.0,,6500.0,0
2353403266706,วายุ,นิลแก้ว,ชาย,1992-02-27,สระแก้ว,ภาคตะวันออก,1,ความรุนแรงในครอบครัว,ผู้มีรายได้น้อย,Walk-in,0,2026-03-03,2,5000.0,2500.0,เงินสงเคราะห์เด็กในครอบครัวยากจน,2026-03-16,0,0.0,,2500.0,0
8532637779129,จิราภรณ์,บัวทอง,หญิง,2005-04-10,ลพบุรี,ภาคกลาง,1,ขาดผู้ดูแล,คนพิการ,ระบบออนไลน์,1,2023-12-04,3,7500.0,2500.0,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,2023-12-28,1,1200.0,1.0,3700.0,1
7714071128675,ปัญญา,สุนทรวงศ์,ชาย,2006-11-03,สระบุรี,ภาคกลาง,1,ว่างงาน,ผู้ประสบปัญหาทางสังคมทั่วไป,สายด่วน พม. 1300,0,2025-04-12,3,25500.0,8500.0,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,2025-04-28,1,1800.0,1.0,10300.0,1
6714863599539,ณิชา,สุขวัฒนา,ชาย,1997-05-28,ชลบุรี,ภาคตะวันออก,1,ความรุนแรงในครอบครัว,สตรีและครอบครัว,ระบบออนไลน์,1,2026-06-20,0,0.0,0.0,,,1,1200.0,1.0,1200.0,0
3907210586268,พัชรินทร์,วัฒนกุล,หญิง,1965-02-12,กระบี่,ภาคใต้,2,รายได้ไม่เพียงพอ,ผู้สูงอายุ,Walk-in; สายด่วน พม. 1300,1,2026-05-30,0,0.0,0.0,,,0,0.0,,0.0,0
3947399378807,ชยุต,เพชรรัตน์,ชาย,1993-05-03,ภูเก็ต,ภาคใต้,1,ว่างงาน,คนไร้ที่พึ่ง,ระบบออนไลน์,0,2026-08-01,0,0.0,0.0,,,0,0.0,,0.0,0
2682275953923,ชไมพร,สุขวัฒนา,ชาย,2001-11-16,ขอนแก่น,ภาคตะวันออกเฉียงเหนือ,1,ความรุนแรงในครอบครัว,ผู้ประสบปัญหาทางสังคมทั่วไป,หน่วยงานส่งต่อ,1,2026-03-15,0,0.0,0.0,,,1,1200.0,1.0,1200.0,0
2990855004931,สุวิมล,ธนากุล,ชาย,1998-07-14,สุราษฎร์ธานี,ภาคใต้,1,ขาดผู้ดูแล,ผู้ประสบปัญหาทางสังคมทั่วไป,ระบบออนไลน์,0,2025-01-26,2,4000.0,2000.0,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,2025-02-11,0,0.0,,2000.0,0
2028627553510,เบญจพร,ศรีประภา,ชาย,1954-12-08,อุบลราชธานี,ภาคตะวันออกเฉียงเหนือ,2,หนี้สินครัวเรือน,ผู้สูงอายุ,ระบบออนไลน์; หน่วยงานส่งต่อ,0,2024-02-15,3,14000.0,9000.0,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง; เงินสงเคราะห์เด็กในครอบครัวยากจน,2024-02-28,0,0.0,,9000.0,0
