payment_id,case_id,citizen_id,first_name,last_name,gender,birth_date,target_group,welfare_type,assistance_reason,request_date,approval_date,payment_date,approved_amount,paid_amount,payment_method,payment_status,payment_round,fund_source,province,district,agency
PAY00103,SOC00166,2353403266706,วายุ,นิลแก้ว,ชาย,1992-02-27,ผู้มีรายได้น้อย,เงินสงเคราะห์เด็กในครอบครัวยากจน,ประสบปัญหาค่าครองชีพ,2026-03-04,2026-03-09,2026-03-16,2500,1000,เงินสดผ่านหน่วยงาน,รอจ่ายงวดถัดไป,1,เงินสำรองเพื่อกรณีฉุกเฉิน,สระแก้ว,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00104,SOC00309,5045662977004,กาญจนา,มงคลชัย,ชาย,2006-05-12,ผู้มีรายได้น้อย,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,ขาดผู้ดูแลและรายได้,2025-12-17,2025-12-19,2025-12-21,3500,500,โอนเข้าบัญชีธนาคาร,จ่ายบางส่วน,2,งบดำเนินงานของหน่วยงาน,กรุงเทพมหานคร,บางกะปิ,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00105,SOC00080,5895763449804,ธนกฤต,อินทร์แก้ว,หญิง,1952-05-31,ผู้สูงอายุ,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,มีค่าใช้จ่ายด้านสุขภาพ,2025-12-21,2025-12-28,2025-12-31,4500,3000,โอนเข้าบัญชีธนาคาร,รอจ่ายงวดถัดไป,1,เงินสำรองเพื่อกรณีฉุกเฉิน,พระนครศรีอยุธยา,หนองกลาง,บ้านพักเด็กและครอบครัว
PAY00106,SOC00259,2347442790261,จิราภรณ์,โพธิ์ทอง,ชาย,1957-08-28,ผู้สูงอายุ,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,ขาดผู้ดูแลและรายได้,2024-12-08,2024-12-11,2024-12-21,8500,8500,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,1,งบดำเนินงานของหน่วยงาน,สมุทรปราการ,ศรีพัฒนา,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00107,SOC00032,1446676889069,ณัฐวุฒิ,สุขเกษม,ชาย,2016-12-06,เด็กและเยาวชน,เงินสงเคราะห์คนพิการ,มีค่าใช้จ่ายด้านสุขภาพ,2024-01-17,2024-01-28,2024-01-30,9000,6500,พร้อมเพย์,รอจ่ายงวดถัดไป,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,นราธิวาส,ศรีพัฒนา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00108,SOC00181,5405931520462,วนิดา,มงคลชัย,หญิง,1996-06-14,สตรีและครอบครัว,เงินสงเคราะห์คนพิการ,ครอบครัวประสบเหตุฉุกเฉิน,2023-08-08,2023-08-20,2023-08-29,8000,7000,พร้อมเพย์,รอจ่ายงวดถัดไป,1,งบประมาณรายจ่ายประจำปี,นนทบุรี,บางบัวทอง,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00109,SOC00296,7319271730342,ชยุต,เจริญสุข,ชาย,2019-01-31,เด็กและเยาวชน,เงินสงเคราะห์คนพิการ,ประสบปัญหาค่าครองชีพ,2025-06-29,2025-07-01,2025-07-07,3000,3000,พร้อมเพย์,จ่ายครบแล้ว,1,งบดำเนินงานของหน่วยงาน,สมุทรปราการ,ทุ่งสุข,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00110,SOC00469,4369565420184,ภัทรพล,จำปาแก้ว,หญิง,1961-01-01,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินช่วยเหลือด้านที่อยู่อาศัย,มีค่าใช้จ่ายด้านสุขภาพ,2022-06-05,2022-06-06,2022-06-06,15500,14000,พร้อมเพย์,รอจ่ายงวดถัดไป,1,งบประมาณรายจ่ายประจำปี,จันทบุรี,ศรีพัฒนา,บ้านพักเด็กและครอบครัว
PAY00111,SOC00217,7246430645709,ชลธิชา,สวัสดี,หญิง,2012-06-05,เด็กและเยาวชน,เงินสงเคราะห์คนพิการ,มีภาระหนี้สินและค่าใช้จ่ายจำเป็น,2022-06-22,2022-07-04,2022-07-14,6500,6000,เงินสดผ่านหน่วยงาน,รอจ่ายงวดถัดไป,1,งบประมาณรายจ่ายประจำปี,สงขลา,สิงหนคร,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00112,SOC00028,3402808904127,วรเมธ,บุญส่ง,ชาย,1970-12-12,สตรีและครอบครัว,เงินช่วยเหลือด้านที่อยู่อาศัย,ประสบปัญหาค่าครองชีพ,2024-12-26,2024-12-28,2025-01-02,7000,3500,เงินสดผ่านหน่วยงาน,จ่ายบางส่วน,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,สมุทรสาคร,ทุ่งสุข,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00113,SOC00458,5802602110896,เกศรินทร์,พิทักษ์วงศ์,หญิง,2016-09-17,เด็กและเยาวชน,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ประสบปัญหาค่าครองชีพ,2025-01-24,2025-01-31,2025-02-09,4500,500,เงินสดผ่านหน่วยงาน,จ่ายบางส่วน,2,เงินสำรองเพื่อกรณีฉุกเฉิน,นนทบุรี,เมืองนนทบุรี,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00114,SOC00347,3352295168467,ชนิดา,จำปาแก้ว,หญิง,2020-07-02,เด็กและเยาวชน,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ขาดผู้ดูแลและรายได้,2026-04-12,2026-04-21,2026-04-30,4500,4500,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,อุดรธานี,เมือง,บ้านพักเด็กและครอบครัว
PAY00115,SOC00490,1245594224587,กิตติพงศ์,รุ่งสวัสดิ์,หญิง,1970-04-26,ผู้มีรายได้น้อย,เงินสงเคราะห์คนพิการ,ว่างงานหรือรายได้ลดลง,2025-11-18,2025-11-30,2025-12-08,9500,9500,พร้อมเพย์,จ่ายครบแล้ว,1,งบดำเนินงานของหน่วยงาน,แพร่,เมือง,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00116,SOC00164,2580717310193,วรัญญา,วัฒนศรี,ชาย,1975-04-01,ผู้มีรายได้น้อย,เงินช่วยเหลือด้านที่อยู่อาศัย,มีค่าใช้จ่ายด้านสุขภาพ,2025-09-17,2025-09-28,2025-09-29,6500,5500,เงินสดผ่านหน่วยงาน,จ่ายบางส่วน,1,เงินสำรองเพื่อกรณีฉุกเฉิน,ตรัง,เมือง,บ้านพักเด็กและครอบครัว
PAY00117,SOC00212,2359976046107,ศิวกร,วัฒนกุล,ชาย,2007-07-18,เด็กและเยาวชน,เงินช่วยเหลือด้านที่อยู่อาศัย,มีค่าใช้จ่ายด้านสุขภาพ,2024-04-01,2024-04-08,2024-04-17,8000,500,เงินสดผ่านหน่วยงาน,จ่ายบางส่วน,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,สระบุรี,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00118,SOC00102,4912356015731,ธีรวัฒน์,นาคทอง,ชาย,1969-02-14,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ขาดผู้ดูแลและรายได้,2023-06-15,2023-06-21,2023-06-30,6000,2000,เงินสดผ่านหน่วยงาน,รอจ่ายงวดถัดไป,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,กรุงเทพมหานคร,บางเขน,ศูนย์คุ้มครองคนไร้ที่พึ่ง
PAY00119,SOC00081,7604242971330,ปัญญา,แสนดี,หญิง,1971-09-25,สตรีและครอบครัว,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ที่อยู่อาศัยไม่เหมาะสม,2024-01-21,2024-01-22,2024-01-28,8000,4500,พร้อมเพย์,จ่ายบางส่วน,1,งบดำเนินงานของหน่วยงาน,จันทบุรี,บ้านใหม่,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00120,SOC00207,4906403102464,สายฝน,สมบูรณ์ผล,หญิง,2008-05-01,ผู้มีรายได้น้อย,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,มีค่าใช้จ่ายด้านสุขภาพ,2026-01-26,2026-01-29,2026-02-05,2000,1000,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,2,เงินสำรองเพื่อกรณีฉุกเฉิน,สมุทรสาคร,เมือง,บ้านพักเด็กและครอบครัว
PAY00121,SOC00466,5041600482458,ธวัชชัย,ธรรมคุณ,ชาย,1972-12-17,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ที่อยู่อาศัยไม่เหมาะสม,2026-05-25,2026-06-01,2026-06-04,9500,9500,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,1,งบประมาณรายจ่ายประจำปี,อุบลราชธานี,บ้านใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00122,SOC00215,4871562621101,ณิชา,สมานมิตร,หญิง,1960-05-07,ผู้สูงอายุ,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ว่างงานหรือรายได้ลดลง,2025-03-25,2025-03-30,2025-03-30,8500,8000,เงินสดผ่านหน่วยงาน,จ่ายบางส่วน,1,งบประมาณรายจ่ายประจำปี,อุดรธานี,ทุ่งสุข,ศูนย์คุ้มครองคนไร้ที่พึ่ง
PAY00123,SOC00328,4104853624513,สิทธิโชค,เพชรรัตน์,ชาย,1951-06-16,ผู้สูงอายุ,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,ว่างงานหรือรายได้ลดลง,2026-07-01,2026-07-06,2026-07-11,8000,8000,พร้อมเพย์,จ่ายครบแล้ว,1,งบประมาณรายจ่ายประจำปี,สุรินทร์,หนองกลาง,บ้านพักเด็กและครอบครัว
PAY00124,SOC00211,7932533333335,ภาคิน,บุญธรรม,หญิง,2003-05-21,สตรีและครอบครัว,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,ขาดผู้ดูแลและรายได้,2024-05-03,2024-05-06,2024-05-06,6500,1500,เงินสดผ่านหน่วยงาน,รอจ่ายงวดถัดไป,1,งบดำเนินงานของหน่วยงาน,พิจิตร,ทุ่งสุข,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00125,SOC00178,1246854237102,ชยพล,ธรรมรักษ์,หญิง,1940-03-02,ผู้สูงอายุ,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ครอบครัวประสบเหตุฉุกเฉิน,2026-07-01,2026-07-02,2026-07-12,10000,10000,พร้อมเพย์,จ่ายครบแล้ว,1,งบประมาณรายจ่ายประจำปี,สมุทรปราการ,คลองใหม่,ศูนย์คุ้มครองคนไร้ที่พึ่ง
PAY00126,SOC00396,8147042507422,นภัสสร,ธรรมคุณ,ชาย,2006-10-12,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินสงเคราะห์เด็กในครอบครัวยากจน,ที่อยู่อาศัยไม่เหมาะสม,2026-01-24,2026-01-31,2026-02-07,2500,1500,เงินสดผ่านหน่วยงาน,จ่ายบางส่วน,1,งบดำเนินงานของหน่วยงาน,ปทุมธานี,คลองหลวง,บ้านพักเด็กและครอบครัว
PAY00127,SOC00181,5405931520462,วนิดา,มงคลชัย,หญิง,1996-06-14,สตรีและครอบครัว,เงินสงเคราะห์คนพิการ,ครอบครัวประสบเหตุฉุกเฉิน,2023-08-08,2023-08-15,2023-08-16,8000,1000,พร้อมเพย์,จ่ายครบแล้ว,2,งบประมาณรายจ่ายประจำปี,นนทบุรี,บางบัวทอง,ศูนย์คุ้มครองคนไร้ที่พึ่ง
PAY00128,SOC00378,4781461527241,ชยุต,เข็มทอง,ชาย,2006-11-01,เด็กและเยาวชน,เงินช่วยเหลือด้านที่อยู่อาศัย,ประสบปัญหาค่าครองชีพ,2023-02-14,2023-02-23,2023-02-26,10000,6000,เงินสดผ่านหน่วยงาน,จ่ายบางส่วน,1,เงินสำรองเพื่อกรณีฉุกเฉิน,พิจิตร,ทุ่งสุข,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00129,SOC00363,1567960319344,เอกภพ,ทองสุข,ชาย,2004-11-03,ผู้มีรายได้น้อย,เงินสงเคราะห์คนพิการ,ประสบปัญหาค่าครองชีพ,2025-02-28,2025-03-01,2025-03-03,3500,3500,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,1,งบประมาณรายจ่ายประจำปี,สมุทรปราการ,บ้านใหม่,ศูนย์คุ้มครองคนไร้ที่พึ่ง
PAY00130,SOC00447,3636405672556,พชร,แสงจันทร์,ชาย,2021-08-13,เด็กและเยาวชน,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ที่อยู่อาศัยไม่เหมาะสม,2023-08-08,2023-08-16,2023-08-25,7000,4000,พร้อมเพย์,รอจ่ายงวดถัดไป,1,งบดำเนินงานของหน่วยงาน,ตรัง,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00131,SOC00455,8814171986492,ศิวกร,รัตนกุล,หญิง,1982-09-06,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินสงเคราะห์คนพิการ,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2024-03-05,2024-03-06,2024-03-11,5500,3500,เงินสดผ่านหน่วยงาน,รอจ่ายงวดถัดไป,1,เงินสำรองเพื่อกรณีฉุกเฉิน,กาฬสินธุ์,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00132,SOC00226,7223281060540,นันทนา,แสงทอง,หญิง,1973-04-20,ผู้มีรายได้น้อย,เงินช่วยเหลือด้านที่อยู่อาศัย,ครอบครัวประสบเหตุฉุกเฉิน,2023-02-17,2023-02-26,2023-03-01,3000,3000,พร้อมเพย์,จ่ายครบแล้ว,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,ปราจีนบุรี,คลองใหม่,บ้านพักเด็กและครอบครัว
PAY00133,SOC00313,8251165373959,ณิชา,นาคทอง,หญิง,2021-06-09,เด็กและเยาวชน,เงินสงเคราะห์เด็กในครอบครัวยากจน,มีค่าใช้จ่ายด้านสุขภาพ,2025-01-07,2025-01-11,2025-01-12,5500,5500,พร้อมเพย์,จ่ายครบแล้ว,1,งบประมาณรายจ่ายประจำปี,ขอนแก่น,บ้านไผ่,ศูนย์คุ้มครองคนไร้ที่พึ่ง
PAY00134,SOC00149,6631677191388,รุจิรา,สุทธิวงศ์,ชาย,1994-11-09,คนไร้ที่พึ่ง,เงินช่วยเหลือด้านที่อยู่อาศัย,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2026-03-15,2026-03-24,2026-03-25,15500,4500,เงินสดผ่านหน่วยงาน,รอจ่ายงวดถัดไป,1,งบดำเนินงานของหน่วยงาน,จันทบุรี,หนองกลาง,ศูนย์คุ้มครองคนไร้ที่พึ่ง
PAY00135,SOC00370,2860863018482,วรเมธ,ทวีทรัพย์,ชาย,1972-10-04,คนพิการ,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2025-11-20,2025-11-29,2025-12-07,6000,500,โอนเข้าบัญชีธนาคาร,จ่ายบางส่วน,1,งบดำเนินงานของหน่วยงาน,บุรีรัมย์,ศรีพัฒนา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00136,SOC00168,7714071128675,ปัญญา,สุนทรวงศ์,ชาย,2006-11-03,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,ที่อยู่อาศัยไม่เหมาะสม,2025-04-14,2025-04-16,2025-04-21,8500,5000,พร้อมเพย์,จ่ายบางส่วน,2,เงินสำรองเพื่อกรณีฉุกเฉิน,สระบุรี,บ้านใหม่,ศูนย์คุ้มครองคนไร้ที่พึ่ง
PAY00137,SOC00436,5971094264981,เพ็ญนภา,ธรรมคุณ,ชาย,1993-03-05,ผู้มีรายได้น้อย,เงินสงเคราะห์คนพิการ,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2022-11-12,2022-11-16,2022-11-18,7000,4500,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,2,เงินสำรองเพื่อกรณีฉุกเฉิน,กาฬสินธุ์,คลองใหม่,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00138,SOC00358,7571303492442,พรทิพย์,จันทร์ฉาย,หญิง,2005-05-18,คนไร้ที่พึ่ง,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ที่อยู่อาศัยไม่เหมาะสม,2026-08-22,2026-08-24,2026-08-24,8500,500,โอนเข้าบัญชีธนาคาร,จ่ายบางส่วน,1,เงินสำรองเพื่อกรณีฉุกเฉิน,เชียงราย,พาน,ศูนย์คุ้มครองคนไร้ที่พึ่ง
PAY00139,SOC00214,4597099625827,พงศกร,ธรรมวงศ์,ชาย,1988-02-06,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินช่วยเหลือด้านที่อยู่อาศัย,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2022-06-08,2022-06-12,2022-06-18,7000,5000,โอนเข้าบัญชีธนาคาร,จ่ายบางส่วน,1,เงินสำรองเพื่อกรณีฉุกเฉิน,มหาสารคาม,เมือง,ศูนย์คุ้มครองคนไร้ที่พึ่ง
PAY00140,SOC00353,8999644550274,บุษบา,สุทธิวงศ์,ชาย,1983-10-03,คนพิการ,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,ประสบปัญหาค่าครองชีพ,2025-08-12,2025-08-13,2025-08-18,2500,1500,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,2,งบประมาณรายจ่ายประจำปี,สงขลา,สะเดา,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00141,SOC00191,4690478151303,สิทธิโชค,สมานมิตร,ชาย,1946-09-13,ผู้สูงอายุ,เงินช่วยเหลือด้านที่อยู่อาศัย,มีค่าใช้จ่ายด้านสุขภาพ,2023-10-23,2023-11-02,2023-11-04,19500,17500,โอนเข้าบัญชีธนาคาร,รอจ่ายงวดถัดไป,1,งบประมาณรายจ่ายประจำปี,สระบุรี,หนองกลาง,ศูนย์คุ้มครองคนไร้ที่พึ่ง
PAY00142,SOC00051,7569771275880,วาสนา,ศรีสุข,หญิง,1951-09-25,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินช่วยเหลือด้านที่อยู่อาศัย,ว่างงานหรือรายได้ลดลง,2023-02-02,2023-02-09,2023-02-18,14000,14000,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,1,งบประมาณรายจ่ายประจำปี,อุตรดิตถ์,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00143,SOC00488,5587313741118,สิทธิโชค,นาคะ,ชาย,2007-10-21,ผู้มีรายได้น้อย,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2023-05-22,2023-05-24,2023-05-30,3500,3500,พร้อมเพย์,จ่ายครบแล้ว,1,เงินสำรองเพื่อกรณีฉุกเฉิน,แพร่,บ้านใหม่,ศูนย์คุ้มครองคนไร้ที่พึ่ง
PAY00144,SOC00399,8601658106211,ชไมพร,เกษมสุข,ชาย,2015-01-21,เด็กและเยาวชน,เงินสงเคราะห์คนพิการ,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2025-12-07,2025-12-08,2025-12-16,9000,2000,โอนเข้าบัญชีธนาคาร,จ่ายบางส่วน,2,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,สระแก้ว,ศรีพัฒนา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00145,SOC00196,1140292518312,ศุภลักษณ์,จารุวัฒน์,ชาย,2004-06-22,เด็กและเยาวชน,เงินช่วยเหลือด้านที่อยู่อาศัย,มีค่าใช้จ่ายด้านสุขภาพ,2022-06-11,2022-06-22,2022-06-24,11500,11000,พร้อมเพย์,จ่ายครบแล้ว,2,งบประมาณรายจ่ายประจำปี,กระบี่,เมือง,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00146,SOC00240,5834245476820,เพ็ญนภา,เกียรติไพศาล,ชาย,1982-07-21,คนไร้ที่พึ่ง,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,มีค่าใช้จ่ายด้านสุขภาพ,2024-03-30,2024-04-10,2024-04-11,2500,2500,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,1,งบประมาณรายจ่ายประจำปี,ฉะเชิงเทรา,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00147,SOC00439,3053576212498,ธัญชนก,จันทร์หอม,ชาย,1956-06-25,ผู้มีรายได้น้อย,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,มีค่าใช้จ่ายด้านสุขภาพ,2025-10-03,2025-10-13,2025-10-18,7000,1500,โอนเข้าบัญชีธนาคาร,จ่ายบางส่วน,1,งบดำเนินงานของหน่วยงาน,เชียงใหม่,แม่ริม,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00148,SOC00320,3182451883395,นิภาพร,บัวทอง,หญิง,1959-08-29,ผู้สูงอายุ,เงินสงเคราะห์คนพิการ,มีค่าใช้จ่ายด้านสุขภาพ,2024-12-26,2025-01-06,2025-01-14,4500,2500,เงินสดผ่านหน่วยงาน,จ่ายบางส่วน,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,ปทุมธานี,ลำลูกกา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00149,SOC00054,5863969138748,กมลชนก,นาคทอง,ชาย,1957-12-19,ผู้สูงอายุ,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,ครอบครัวประสบเหตุฉุกเฉิน,2026-01-31,2026-02-09,2026-02-12,9500,8000,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,2,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,ฉะเชิงเทรา,ทุ่งสุข,บ้านพักเด็กและครอบครัว
PAY00150,SOC00360,7047418035150,วรเมธ,สมบูรณ์ผล,ชาย,1971-01-18,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2026-07-11,2026-07-12,2026-07-14,7500,3500,พร้อมเพย์,จ่ายครบแล้ว,2,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,นครปฐม,ทุ่งสุข,บ้านพักเด็กและครอบครัว
PAY00151,SOC00195,6720112086082,กรรณิการ์,แสงจันทร์,ชาย,2003-04-07,เด็กและเยาวชน,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ว่างงานหรือรายได้ลดลง,2023-05-08,2023-05-14,2023-05-15,4000,500,เงินสดผ่านหน่วยงาน,จ่ายบางส่วน,1,งบประมาณรายจ่ายประจำปี,อุตรดิตถ์,บ้านใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00152,SOC00165,2416387552781,ปกรณ์,คำแสน,ชาย,1980-01-16,ผู้มีรายได้น้อย,เงินสงเคราะห์เด็กในครอบครัวยากจน,ครอบครัวประสบเหตุฉุกเฉิน,2022-02-10,2022-02-18,2022-02-18,3000,500,พร้อมเพย์,จ่ายบางส่วน,2,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,นราธิวาส,เมือง,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00153,SOC00228,1174743688351,เมธาวี,ทองมาก,ชาย,1986-05-25,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,ที่อยู่อาศัยไม่เหมาะสม,2022-08-20,2022-08-25,2022-08-27,5500,4000,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,2,งบดำเนินงานของหน่วยงาน,ระยอง,ทุ่งสุข,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00154,SOC00427,6747467430119,ภาคิน,ศรีประภา,ชาย,1953-06-17,คนพิการ,เงินสงเคราะห์คนพิการ,ขาดผู้ดูแลและรายได้,2024-06-19,2024-06-24,2024-07-04,10000,3500,พร้อมเพย์,รอจ่ายงวดถัดไป,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,เชียงใหม่,สันทราย,บ้านพักเด็กและครอบครัว
PAY00155,SOC00382,2871362990999,ชไมพร,ตั้งมั่น,หญิง,2007-01-09,เด็กและเยาวชน,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,มีค่าใช้จ่ายด้านสุขภาพ,2026-04-20,2026-04-24,2026-05-01,8000,7000,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,2,งบดำเนินงานของหน่วยงาน,นครสวรรค์,ทุ่งสุข,บ้านพักเด็กและครอบครัว
PAY00156,SOC00011,6291383137886,นันทนา,เจริญผล,ชาย,1942-04-15,ผู้สูงอายุ,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ประสบปัญหาค่าครองชีพ,2025-07-24,2025-08-03,2025-08-12,7500,4500,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,2,เงินสำรองเพื่อกรณีฉุกเฉิน,ลพบุรี,คลองใหม่,ศูนย์คุ้มครองคนไร้ที่พึ่ง
PAY00157,SOC00400,6854204602659,มยุรี,วัฒนชัย,ชาย,1988-09-08,คนไร้ที่พึ่ง,เงินช่วยเหลือด้านที่อยู่อาศัย,ขาดผู้ดูแลและรายได้,2023-01-02,2023-01-09,2023-01-18,4500,500,พร้อมเพย์,รอจ่ายงวดถัดไป,1,งบประมาณรายจ่ายประจำปี,ลำพูน,เมือง,บ้านพักเด็กและครอบครัว
PAY00158,SOC00400,6854204602659,มยุรี,วัฒนชัย,ชาย,1988-09-08,คนไร้ที่พึ่ง,เงินช่วยเหลือด้านที่อยู่อาศัย,ขาดผู้ดูแลและรายได้,2022-12-30,2023-01-05,2023-01-07,4500,2500,โอนเข้าบัญชีธนาคาร,จ่ายบางส่วน,2,งบประมาณรายจ่ายประจำปี,ลำพูน,เมือง,บ้านพักเด็กและครอบครัว
