payment_id,grant_case_id,child_citizen_id,child_first_name,child_last_name,child_gender,child_birth_date,father_citizen_id,father_first_name,father_last_name,father_status,mother_citizen_id,mother_first_name,mother_last_name,mother_status,guardian_citizen_id,guardian_first_name,guardian_last_name,guardian_relationship,legal_guardian_relation,legal_guardian_reason,application_date,approval_date,entitlement_start_date,payment_date,payment_round,payment_amount,payment_status,payment_method,household_member_count,household_annual_income,registration_channel,province,district,subdistrict,agency
NCGPAY00168,NCG00168,2.37271E+12,ชนน,สุนทรวงศ์,หญิง,30/01/2021,8.61196E+12,สุเมธ,เกียรติไพศาล,มีชีวิตและเลี้ยงดูเด็ก,3.83217E+12,สุพัตรา,นาคทอง,มีชีวิตและเลี้ยงดูเด็ก,3.83217E+12,สุพัตรา,นาคทอง,มารดา,,,17/04/2021,1/05/2021,1/05/2021,12/05/2021,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,7,79700,ลงทะเบียน ณ หน่วยรับลงทะเบียน,สมุทรปราการ,พระประแดง,บางน้ำผึ้ง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสมุทรปราการ
NCGPAY00110,NCG00110,5.01863E+12,พรรณภา,ตั้งมั่น,หญิง,10/01/2021,3.68221E+12,อนุชา,ศรีสมบัติ,มีชีวิตและเลี้ยงดูเด็ก,8.43204E+12,ธิดารัตน์,สุทธิวงศ์,มีชีวิตและเลี้ยงดูเด็ก,8.43204E+12,ธิดารัตน์,สุทธิวงศ์,มารดา,,,29/04/2021,18/05/2021,18/05/2021,24/05/2021,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,4,60100,ลงทะเบียน ณ หน่วยรับลงทะเบียน,ลพบุรี,โคกสำโรง,วังจั่น,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดลพบุรี
NCGPAY00122,NCG00122,3.69458E+12,ภูวดล,บุญเรือง,ชาย,21/10/2020,7.56798E+12,วรพล,แก้วกาญจน์,มีชีวิตและเลี้ยงดูเด็ก,6.39039E+12,จุฑามาศ,คำแสน,ไม่สามารถติดต่อได้,7.56798E+12,วรพล,แก้วกาญจน์,บิดา,,,24/04/2021,30/04/2021,30/04/2021,25/05/2021,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,2,55400,ระบบออนไลน์,สระแก้ว,วังสมบูรณ์,วังใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสระแก้ว
NCGPAY00258,NCG00258,3.3523E+12,พัชรินทร์,คงเจริญ,ชาย,18/01/2021,7.19818E+12,ปกรณ์,เกิดผล,มีชีวิตและเลี้ยงดูเด็ก,8.30024E+12,อรวรรณ,มั่นคง,มีชีวิตและเลี้ยงดูเด็ก,8.30024E+12,อรวรรณ,มั่นคง,มารดา,,,31/03/2021,30/04/2021,30/04/2021,26/05/2021,1,600,จ่ายสำเร็จ,พร้อมเพย์,6,78900,หน่วยบริการเคลื่อนที่,สกลนคร,บ้านม่วง,ดงหม้อทอง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสกลนคร
NCGPAY00077,NCG00077,1.00661E+12,ชุติมา,รุ่งเรือง,หญิง,13/09/2020,7.04931E+12,ศรัณย์,เรืองฤทธิ์,มีชีวิตและเลี้ยงดูเด็ก,7.55318E+12,อรทัย,ทองมาก,มีชีวิตและเลี้ยงดูเด็ก,7.55318E+12,อรทัย,ทองมาก,มารดา,,,26/04/2021,25/05/2021,25/05/2021,7/06/2021,1,600,จ่ายสำเร็จ,พร้อมเพย์,6,75400,ระบบออนไลน์,นครปฐม,สามพราน,อ้อมใหญ่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนครปฐม
NCGPAY00464,NCG00128,2.87213E+12,อภิญญา,พรมศรี,หญิง,14/12/2020,5.02803E+12,ธีรภัทร,สุนทรวงศ์,มีชีวิตและเลี้ยงดูเด็ก,2.48734E+12,อรทัย,มั่นคง,มีชีวิตและเลี้ยงดูเด็ก,5.02803E+12,ธีรภัทร,สุนทรวงศ์,บิดา,,,31/03/2021,5/04/2021,5/04/2021,8/06/2021,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,2,49200,ลงทะเบียน ณ หน่วยรับลงทะเบียน,อุตรดิตถ์,พิชัย,ไร่อ้อย,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดอุตรดิตถ์
NCGPAY00043,NCG00043,8.41406E+12,สุภาวดี,กุลวงศ์,หญิง,1/03/2021,5.22441E+12,ชยุต,ชัยมงคล,มีชีวิตแต่ไม่ได้เลี้ยงดู,4.43802E+12,ณัฐธิดา,เข็มทอง,มีชีวิตและเลี้ยงดูเด็ก,4.43802E+12,ณัฐธิดา,เข็มทอง,มารดา,,,13/05/2021,5/06/2021,5/06/2021,13/06/2021,1,600,จ่ายสำเร็จ,พร้อมเพย์,3,64400,เจ้าหน้าที่ช่วยลงทะเบียน,นครศรีธรรมราช,ทุ่งสง,นาโพธิ์,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนครศรีธรรมราช
NCGPAY00274,NCG00274,5.07178E+12,นิตยา,สุขเกษม,ชาย,27/11/2020,5.2763E+12,อาทิตย์,วิริยะกุล,มีชีวิตและเลี้ยงดูเด็ก,6.76827E+12,รัตนา,อ่อนละมุน,มีชีวิตและเลี้ยงดูเด็ก,6.76827E+12,รัตนา,อ่อนละมุน,มารดา,,,17/05/2021,27/05/2021,27/05/2021,24/06/2021,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,2,54000,ระบบออนไลน์,นนทบุรี,เมืองนนทบุรี,สวนใหญ่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนนทบุรี
NCGPAY00374,NCG00258,3.3523E+12,พัชรินทร์,คงเจริญ,ชาย,18/01/2021,7.19818E+12,ปกรณ์,เกิดผล,มีชีวิตและเลี้ยงดูเด็ก,8.30024E+12,อรวรรณ,มั่นคง,มีชีวิตและเลี้ยงดูเด็ก,8.30024E+12,อรวรรณ,มั่นคง,มารดา,,,31/03/2021,30/04/2021,30/04/2021,26/06/2021,2,1800,จ่ายย้อนหลังรวมหลายงวด,โอนเข้าบัญชีธนาคาร,6,78900,หน่วยบริการเคลื่อนที่,สกลนคร,บ้านม่วง,ดงหม้อทอง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสกลนคร
NCGPAY00107,NCG00107,8.58374E+12,ธนกฤต,บุญเรือง,ชาย,15/12/2020,7.63536E+12,ธีรภัทร,ประเสริฐศรี,มีชีวิตและเลี้ยงดูเด็ก,8.51096E+12,นภัสสร,จันทร์ฉาย,มีชีวิตและเลี้ยงดูเด็ก,8.51096E+12,นภัสสร,จันทร์ฉาย,มารดา,,,6/06/2021,11/06/2021,11/06/2021,7/07/2021,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,6,77900,ระบบออนไลน์,ยะลา,บันนังสตา,บาเจาะ,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดยะลา
NCGPAY00453,NCG00043,8.41406E+12,สุภาวดี,กุลวงศ์,หญิง,1/03/2021,5.22441E+12,ชยุต,ชัยมงคล,มีชีวิตแต่ไม่ได้เลี้ยงดู,4.43802E+12,ณัฐธิดา,เข็มทอง,มีชีวิตและเลี้ยงดูเด็ก,4.43802E+12,ณัฐธิดา,เข็มทอง,มารดา,,,13/05/2021,5/06/2021,5/06/2021,11/07/2021,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,64400,เจ้าหน้าที่ช่วยลงทะเบียน,นครศรีธรรมราช,ทุ่งสง,นาโพธิ์,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนครศรีธรรมราช
NCGPAY00498,NCG00128,2.87213E+12,อภิญญา,พรมศรี,หญิง,14/12/2020,5.02803E+12,ธีรภัทร,สุนทรวงศ์,มีชีวิตและเลี้ยงดูเด็ก,2.48734E+12,อรทัย,มั่นคง,มีชีวิตและเลี้ยงดูเด็ก,5.02803E+12,ธีรภัทร,สุนทรวงศ์,บิดา,,,31/03/2021,5/04/2021,5/04/2021,11/07/2021,3,1200,จ่ายย้อนหลังรวมหลายงวด,โอนเข้าบัญชีธนาคาร,2,49200,ลงทะเบียน ณ หน่วยรับลงทะเบียน,อุตรดิตถ์,พิชัย,ไร่อ้อย,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดอุตรดิตถ์
NCGPAY00095,NCG00095,7.09944E+12,ธนกฤต,ไชยวงศ์,หญิง,12/02/2021,1.53156E+12,ธนภัทร,มั่นคง,มีชีวิตและเลี้ยงดูเด็ก,5.85169E+12,ศิริพร,บุญส่ง,มีชีวิตและเลี้ยงดูเด็ก,5.85169E+12,ศิริพร,บุญส่ง,มารดา,,,16/06/2021,29/06/2021,29/06/2021,12/07/2021,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,7,81200,ระบบออนไลน์,นราธิวาส,ตากใบ,เกาะสะท้อน,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนราธิวาส
NCGPAY00029,NCG00029,8.25117E+12,วชิรวิทย์,ชัยมงคล,หญิง,26/11/2020,7.53909E+12,จักรพันธ์,จันทร์ฉาย,มีชีวิตและเลี้ยงดูเด็ก,8.63232E+12,วรรณา,ศรีจันทร์,เสียชีวิต,7.53909E+12,จักรพันธ์,จันทร์ฉาย,บิดา,,,4/06/2021,13/06/2021,13/06/2021,13/07/2021,1,600,จ่ายสำเร็จ,พร้อมเพย์,5,73000,ลงทะเบียน ณ หน่วยรับลงทะเบียน,ชลบุรี,พนัสนิคม,วัดโบสถ์,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดชลบุรี
NCGPAY00102,NCG00102,4.94836E+12,ชนิดา,อ่อนละมุน,หญิง,26/04/2021,7.04176E+12,กิตติภัทร,จันทร์หอม,มีชีวิตและเลี้ยงดูเด็ก,6.89216E+12,ชุติมา,รุ่งเรือง,มีชีวิตและเลี้ยงดูเด็ก,7.04176E+12,กิตติภัทร,จันทร์หอม,บิดา,,,24/06/2021,6/07/2021,6/07/2021,22/07/2021,1,600,จ่ายสำเร็จ,พร้อมเพย์,6,77300,ระบบออนไลน์,ปทุมธานี,เมืองปทุมธานี,บางหลวง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดปทุมธานี
NCGPAY00383,NCG00258,3.3523E+12,พัชรินทร์,คงเจริญ,ชาย,18/01/2021,7.19818E+12,ปกรณ์,เกิดผล,มีชีวิตและเลี้ยงดูเด็ก,8.30024E+12,อรวรรณ,มั่นคง,มีชีวิตและเลี้ยงดูเด็ก,8.30024E+12,อรวรรณ,มั่นคง,มารดา,,,31/03/2021,30/04/2021,30/04/2021,25/07/2021,3,600,จ่ายสำเร็จ,พร้อมเพย์,6,78900,หน่วยบริการเคลื่อนที่,สกลนคร,บ้านม่วง,ดงหม้อทอง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสกลนคร
NCGPAY00350,NCG00274,5.07178E+12,นิตยา,สุขเกษม,ชาย,27/11/2020,5.2763E+12,อาทิตย์,วิริยะกุล,มีชีวิตและเลี้ยงดูเด็ก,6.76827E+12,รัตนา,อ่อนละมุน,มีชีวิตและเลี้ยงดูเด็ก,6.76827E+12,รัตนา,อ่อนละมุน,มารดา,,,17/05/2021,27/05/2021,27/05/2021,27/07/2021,2,1200,จ่ายย้อนหลังรวมหลายงวด,โอนเข้าบัญชีธนาคาร,2,54000,ระบบออนไลน์,นนทบุรี,เมืองนนทบุรี,สวนใหญ่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนนทบุรี
NCGPAY00063,NCG00063,1.1598E+12,ธีรดนย์,จิตมั่น,หญิง,20/05/2021,3.94349E+12,มนตรี,บัวทอง,มีชีวิตและเลี้ยงดูเด็ก,8.19921E+12,ปนัดดา,คงเจริญ,ไม่สามารถติดต่อได้,3.94349E+12,มนตรี,บัวทอง,บิดา,,,9/07/2021,20/07/2021,20/07/2021,29/07/2021,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,54000,ลงทะเบียน ณ หน่วยรับลงทะเบียน,พิษณุโลก,เมืองพิษณุโลก,บ้านกร่าง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดพิษณุโลก
NCGPAY00187,NCG00187,6.40085E+12,กฤติน,จันทร์หอม,ชาย,13/10/2020,6.95618E+12,ธนภัทร,แก้วกาญจน์,มีชีวิตและเลี้ยงดูเด็ก,6.05466E+12,ศิรินภา,ทองมาก,มีชีวิตและเลี้ยงดูเด็ก,6.95618E+12,ธนภัทร,แก้วกาญจน์,บิดา,,,3/06/2021,3/07/2021,3/07/2021,30/07/2021,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,5,67500,เจ้าหน้าที่ช่วยลงทะเบียน,ขอนแก่น,น้ำพอง,สะอาด,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดขอนแก่น
NCGPAY00451,NCG00107,8.58374E+12,ธนกฤต,บุญเรือง,ชาย,15/12/2020,7.63536E+12,ธีรภัทร,ประเสริฐศรี,มีชีวิตและเลี้ยงดูเด็ก,8.51096E+12,นภัสสร,จันทร์ฉาย,มีชีวิตและเลี้ยงดูเด็ก,8.51096E+12,นภัสสร,จันทร์ฉาย,มารดา,,,6/06/2021,11/06/2021,11/06/2021,8/08/2021,2,600,จ่ายสำเร็จ,พร้อมเพย์,6,77900,ระบบออนไลน์,ยะลา,บันนังสตา,บาเจาะ,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดยะลา
NCGPAY00049,NCG00049,6.30472E+12,อัครเดช,รุ่งเรือง,หญิง,8/11/2020,5.76156E+12,ธีรวัฒน์,ทองดี,มีชีวิตแต่ไม่ได้เลี้ยงดู,8.15539E+12,ภัทราภรณ์,ภูมิใจ,มีชีวิตและเลี้ยงดูเด็ก,8.15539E+12,ภัทราภรณ์,ภูมิใจ,มารดา,,,28/06/2021,14/07/2021,14/07/2021,11/08/2021,1,600,จ่ายสำเร็จ,พร้อมเพย์,4,67800,ระบบออนไลน์,สระบุรี,เมืองสระบุรี,โคกสว่าง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสระบุรี
NCGPAY00298,NCG00095,7.09944E+12,ธนกฤต,ไชยวงศ์,หญิง,12/02/2021,1.53156E+12,ธนภัทร,มั่นคง,มีชีวิตและเลี้ยงดูเด็ก,5.85169E+12,ศิริพร,บุญส่ง,มีชีวิตและเลี้ยงดูเด็ก,5.85169E+12,ศิริพร,บุญส่ง,มารดา,,,16/06/2021,29/06/2021,29/06/2021,12/08/2021,2,600,จ่ายสำเร็จ,พร้อมเพย์,7,81200,ระบบออนไลน์,นราธิวาส,ตากใบ,เกาะสะท้อน,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนราธิวาส
NCGPAY00296,NCG00102,4.94836E+12,ชนิดา,อ่อนละมุน,หญิง,26/04/2021,7.04176E+12,กิตติภัทร,จันทร์หอม,มีชีวิตและเลี้ยงดูเด็ก,6.89216E+12,ชุติมา,รุ่งเรือง,มีชีวิตและเลี้ยงดูเด็ก,7.04176E+12,กิตติภัทร,จันทร์หอม,บิดา,,,24/06/2021,6/07/2021,6/07/2021,23/08/2021,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,6,77300,ระบบออนไลน์,ปทุมธานี,เมืองปทุมธานี,บางหลวง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดปทุมธานี
NCGPAY00169,NCG00169,6.64985E+12,ศุภกร,แสงทอง,ชาย,16/06/2021,1.32948E+12,เกรียงไกร,นาคทอง,มีชีวิตและเลี้ยงดูเด็ก,2.76752E+12,สุภาวดี,แสงจันทร์,มีชีวิตและเลี้ยงดูเด็ก,2.76752E+12,สุภาวดี,แสงจันทร์,มารดา,,,7/07/2021,23/07/2021,23/07/2021,26/08/2021,1,1800,จ่ายย้อนหลังรวมหลายงวด,โอนเข้าบัญชีธนาคาร,5,75100,หน่วยบริการเคลื่อนที่,นนทบุรี,เมืองนนทบุรี,สวนใหญ่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนนทบุรี
NCGPAY00466,NCG00274,5.07178E+12,นิตยา,สุขเกษม,ชาย,27/11/2020,5.2763E+12,อาทิตย์,วิริยะกุล,มีชีวิตและเลี้ยงดูเด็ก,6.76827E+12,รัตนา,อ่อนละมุน,มีชีวิตและเลี้ยงดูเด็ก,6.76827E+12,รัตนา,อ่อนละมุน,มารดา,,,17/05/2021,27/05/2021,27/05/2021,28/08/2021,3,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,2,54000,ระบบออนไลน์,นนทบุรี,เมืองนนทบุรี,สวนใหญ่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนนทบุรี
NCGPAY00459,NCG00187,6.40085E+12,กฤติน,จันทร์หอม,ชาย,13/10/2020,6.95618E+12,ธนภัทร,แก้วกาญจน์,มีชีวิตและเลี้ยงดูเด็ก,6.05466E+12,ศิรินภา,ทองมาก,มีชีวิตและเลี้ยงดูเด็ก,6.95618E+12,ธนภัทร,แก้วกาญจน์,บิดา,,,3/06/2021,3/07/2021,3/07/2021,3/09/2021,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,5,67500,เจ้าหน้าที่ช่วยลงทะเบียน,ขอนแก่น,น้ำพอง,สะอาด,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดขอนแก่น
NCGPAY00041,NCG00041,4.07913E+12,พิชญาภา,เจริญสุข,ชาย,4/02/2021,8.47814E+12,ชยุต,เรืองฤทธิ์,มีชีวิตและเลี้ยงดูเด็ก,2.61741E+12,รัตนา,บัวแก้ว,มีชีวิตและเลี้ยงดูเด็ก,2.61741E+12,รัตนา,บัวแก้ว,มารดา,,,30/07/2021,18/08/2021,18/08/2021,16/09/2021,1,600,จ่ายสำเร็จ,พร้อมเพย์,2,46500,หน่วยบริการเคลื่อนที่,สุรินทร์,เมืองสุรินทร์,สำโรง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสุรินทร์
NCGPAY00211,NCG00211,6.33204E+12,พิชญาภา,วิริยะกุล,หญิง,9/04/2021,1.70183E+12,วิทยา,แสนดี,มีชีวิตและเลี้ยงดูเด็ก,4.11629E+12,จุฑามาศ,สุนทรวงศ์,มีชีวิตและเลี้ยงดูเด็ก,4.11629E+12,จุฑามาศ,สุนทรวงศ์,มารดา,,,26/07/2021,22/08/2021,22/08/2021,16/09/2021,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,62400,ระบบออนไลน์,สมุทรปราการ,พระประแดง,บางน้ำผึ้ง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสมุทรปราการ
NCGPAY00245,NCG00245,2.60916E+12,เพ็ญนภา,ตั้งมั่น,ชาย,20/08/2021,4.50162E+12,ปริญญา,พิทักษ์วงศ์,มีชีวิตและเลี้ยงดูเด็ก,8.32226E+12,ชุติมา,วงศ์คำ,มีชีวิตและเลี้ยงดูเด็ก,8.32226E+12,ชุติมา,วงศ์คำ,มารดา,,,6/09/2021,13/09/2021,13/09/2021,20/09/2021,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,2,57000,หน่วยบริการเคลื่อนที่,ตรัง,ปะเหลียน,เกาะค้างคาว,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดตรัง
NCGPAY00300,NCG00102,4.94836E+12,ชนิดา,อ่อนละมุน,หญิง,26/04/2021,7.04176E+12,กิตติภัทร,จันทร์หอม,มีชีวิตและเลี้ยงดูเด็ก,6.89216E+12,ชุติมา,รุ่งเรือง,มีชีวิตและเลี้ยงดูเด็ก,7.04176E+12,กิตติภัทร,จันทร์หอม,บิดา,,,24/06/2021,6/07/2021,6/07/2021,20/09/2021,3,600,จ่ายสำเร็จ,พร้อมเพย์,6,77300,ระบบออนไลน์,ปทุมธานี,เมืองปทุมธานี,บางหลวง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดปทุมธานี
NCGPAY00117,NCG00117,3.02388E+12,ธีรภัทร,คำแสน,หญิง,25/01/2021,7.07475E+12,ภาคภูมิ,ตั้งมั่น,มีชีวิตและเลี้ยงดูเด็ก,5.32453E+12,รจนา,สิงห์ทอง,มีชีวิตและเลี้ยงดูเด็ก,5.32453E+12,รจนา,สิงห์ทอง,มารดา,,,8/09/2021,22/09/2021,22/09/2021,23/09/2021,1,600,จ่ายสำเร็จ,พร้อมเพย์,4,70300,ลงทะเบียน ณ หน่วยรับลงทะเบียน,บุรีรัมย์,ชำนิ,เมืองยาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดบุรีรัมย์
NCGPAY00246,NCG00246,5.22482E+12,ชไมพร,จำปาแก้ว,หญิง,30/03/2021,6.96966E+12,ศุภชัย,ชูศรี,ไม่สามารถติดต่อได้,7.4785E+12,ณัฐธิดา,สุขใจ,ไม่สามารถติดต่อได้,1.5631E+12,พีรพัฒน์,มั่นคง,ผู้ปกครองโดยชอบด้วยกฎหมาย,ลุง,ไม่สามารถติดต่อบิดาและมารดาได้,26/08/2021,14/09/2021,14/09/2021,26/09/2021,1,1200,จ่ายย้อนหลังรวมหลายงวด,โอนเข้าบัญชีธนาคาร,5,74000,ระบบออนไลน์,ปราจีนบุรี,บ้านสร้าง,บางกระเบา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดปราจีนบุรี
NCGPAY00232,NCG00232,2.88906E+12,ธนดล,พูลเพิ่ม,ชาย,31/05/2021,2.86519E+12,กฤษฎา,ทวีทรัพย์,มีชีวิตและเลี้ยงดูเด็ก,6.9942E+12,มาลี,ศรีสุข,มีชีวิตและเลี้ยงดูเด็ก,6.9942E+12,มาลี,ศรีสุข,มารดา,,,13/09/2021,18/09/2021,18/09/2021,7/10/2021,1,1800,จ่ายย้อนหลังรวมหลายงวด,พร้อมเพย์,6,73500,หน่วยบริการเคลื่อนที่,นครสวรรค์,ไพศาลี,วังข่อย,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนครสวรรค์
NCGPAY00076,NCG00076,2.11041E+12,กมลชนก,บัวแก้ว,ชาย,8/03/2021,7.74508E+12,สมชาย,ศรีสง่า,มีชีวิตและเลี้ยงดูเด็ก,1.41797E+12,สุกัญญา,ศรีสุข,มีชีวิตและเลี้ยงดูเด็ก,1.41797E+12,สุกัญญา,ศรีสุข,มารดา,,,18/09/2021,7/10/2021,7/10/2021,8/10/2021,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,5,71200,หน่วยบริการเคลื่อนที่,ปทุมธานี,เมืองปทุมธานี,บางหลวง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดปทุมธานี
NCGPAY00460,NCG00187,6.40085E+12,กฤติน,จันทร์หอม,ชาย,13/10/2020,6.95618E+12,ธนภัทร,แก้วกาญจน์,มีชีวิตและเลี้ยงดูเด็ก,6.05466E+12,ศิรินภา,ทองมาก,มีชีวิตและเลี้ยงดูเด็ก,6.95618E+12,ธนภัทร,แก้วกาญจน์,บิดา,,,3/06/2021,3/07/2021,3/07/2021,8/10/2021,3,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,5,67500,เจ้าหน้าที่ช่วยลงทะเบียน,ขอนแก่น,น้ำพอง,สะอาด,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดขอนแก่น
NCGPAY00032,NCG00032,5.90865E+12,ชยพล,ไชยวงศ์,หญิง,6/06/2021,2.26874E+12,ธีรภัทร,บัวแก้ว,ไม่สามารถติดต่อได้,5.51804E+12,รจนา,พรหมมา,มีชีวิตและเลี้ยงดูเด็ก,5.51804E+12,รจนา,พรหมมา,มารดา,,,22/08/2021,8/09/2021,8/09/2021,11/10/2021,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,7,84200,หน่วยบริการเคลื่อนที่,สุรินทร์,เมืองสุรินทร์,สำโรง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสุรินทร์
NCGPAY00176,NCG00176,7.33968E+12,อภิญญา,ชูศรี,หญิง,24/06/2021,2.35418E+12,ธนวัฒน์,สุนทรวงศ์,มีชีวิตแต่ไม่ได้เลี้ยงดู,4.60946E+12,รัตนา,ยอดแก้ว,มีชีวิตและเลี้ยงดูเด็ก,4.60946E+12,รัตนา,ยอดแก้ว,มารดา,,,2/10/2021,11/10/2021,11/10/2021,12/10/2021,1,1200,จ่ายย้อนหลังรวมหลายงวด,โอนเข้าบัญชีธนาคาร,3,60400,ระบบออนไลน์,นครปฐม,สามพราน,อ้อมใหญ่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนครปฐม
NCGPAY00223,NCG00223,6.80617E+12,ปาริชาติ,ทองมาก,ชาย,9/03/2021,5.98017E+12,กิตติพงศ์,ฤทธิไกร,มีชีวิตและเลี้ยงดูเด็ก,7.05434E+12,วรรณา,บุญส่ง,มีชีวิตและเลี้ยงดูเด็ก,5.98017E+12,กิตติพงศ์,ฤทธิไกร,บิดา,,,8/09/2021,26/09/2021,26/09/2021,20/10/2021,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,2,53500,ระบบออนไลน์,ลำปาง,ห้างฉัตร,เวียงตาล,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดลำปาง
NCGPAY00318,NCG00041,4.07913E+12,พิชญาภา,เจริญสุข,ชาย,4/02/2021,8.47814E+12,ชยุต,เรืองฤทธิ์,มีชีวิตและเลี้ยงดูเด็ก,2.61741E+12,รัตนา,บัวแก้ว,มีชีวิตและเลี้ยงดูเด็ก,2.61741E+12,รัตนา,บัวแก้ว,มารดา,,,30/07/2021,18/08/2021,18/08/2021,21/10/2021,2,600,จ่ายสำเร็จ,พร้อมเพย์,2,46500,หน่วยบริการเคลื่อนที่,สุรินทร์,เมืองสุรินทร์,สำโรง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสุรินทร์
NCGPAY00497,NCG00211,6.33204E+12,พิชญาภา,วิริยะกุล,หญิง,9/04/2021,1.70183E+12,วิทยา,แสนดี,มีชีวิตและเลี้ยงดูเด็ก,4.11629E+12,จุฑามาศ,สุนทรวงศ์,มีชีวิตและเลี้ยงดูเด็ก,4.11629E+12,จุฑามาศ,สุนทรวงศ์,มารดา,,,26/07/2021,22/08/2021,22/08/2021,21/10/2021,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,62400,ระบบออนไลน์,สมุทรปราการ,พระประแดง,บางน้ำผึ้ง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสมุทรปราการ
NCGPAY00305,NCG00117,3.02388E+12,ธีรภัทร,คำแสน,หญิง,25/01/2021,7.07475E+12,ภาคภูมิ,ตั้งมั่น,มีชีวิตและเลี้ยงดูเด็ก,5.32453E+12,รจนา,สิงห์ทอง,มีชีวิตและเลี้ยงดูเด็ก,5.32453E+12,รจนา,สิงห์ทอง,มารดา,,,8/09/2021,22/09/2021,22/09/2021,24/10/2021,2,600,จ่ายสำเร็จ,พร้อมเพย์,4,70300,ลงทะเบียน ณ หน่วยรับลงทะเบียน,บุรีรัมย์,ชำนิ,เมืองยาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดบุรีรัมย์
