case_id,citizen_id,first_name,last_name,gender,birth_date,target_group,problem_type,request_date,assistance_date,assistance_type,case_source,urgency_level,case_result,close_date,channel,province,district,agency
SOC00134,7791821701292,อภิญญา,จารุวัฒน์,หญิง,1996-10-02,สตรีและครอบครัว,หนี้สินครัวเรือน,2025-08-16,2025-08-24,ประสานส่งต่อหน่วยงาน,เครือข่ายชุมชนแจ้ง,ปกติ,ช่วยเหลือและปิดเคส,2025-09-03,เครือข่ายชุมชน,สมุทรปราการ,คลองใหม่,ศูนย์ช่วยเหลือสังคม 1300
SOC00135,2443182373342,ธนา,บุญช่วย,หญิง,2020-04-12,เด็กและเยาวชน,ประสบเหตุฉุกเฉิน,2025-08-21,2025-08-27,ช่วยเหลือเงินสงเคราะห์,องค์กรปกครองส่วนท้องถิ่นส่งต่อ,เร่งด่วน,ให้คำปรึกษาและปิดเคส,2025-09-17,หน่วยงานส่งต่อ,สุพรรณบุรี,บ้านใหม่,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00136,7069373225208,วนิดา,ธนากุล,หญิง,2004-04-27,เด็กและเยาวชน,หนี้สินครัวเรือน,2023-07-31,2023-08-11,ให้คำปรึกษา,ญาติ/ครอบครัวแจ้ง,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2023-08-25,เครือข่ายชุมชน,สงขลา,เมืองสงขลา,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00137,7847287882876,วรเมธ,สุวรรณวงศ์,หญิง,1971-08-04,คนไร้ที่พึ่ง,ประสบเหตุฉุกเฉิน,2024-10-12,2024-10-19,ช่วยเหลือเงินสงเคราะห์,องค์กรปกครองส่วนท้องถิ่นส่งต่อ,ปกติ,ช่วยเหลือและปิดเคส,2024-11-18,เครือข่ายชุมชน,ลำปาง,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00138,6129283251391,ชลธิชา,พึ่งบุญ,หญิง,2011-02-20,เด็กและเยาวชน,รายได้ไม่เพียงพอ,2022-09-03,2022-09-23,ช่วยเหลือสิ่งของเครื่องใช้จำเป็น,เครือข่ายชุมชนแจ้ง,ปกติ,ช่วยเหลือและปิดเคส,2022-09-28,เครือข่ายชุมชน,ลำพูน,บ้านใหม่,ศูนย์ช่วยเหลือสังคม 1300
SOC00139,7740352402564,วรรณวิสา,ทองมาก,หญิง,1964-05-26,ผู้ประสบปัญหาทางสังคมทั่วไป,ความรุนแรงในครอบครัว,2023-01-11,2023-02-01,จัดหาที่พักชั่วคราว,เครือข่ายชุมชนแจ้ง,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2023-02-10,Walk-in,ระยอง,เมือง,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00140,2630581397593,กัลยา,พูลเพิ่ม,ชาย,2020-06-19,คนพิการ,ที่อยู่อาศัย,2022-09-09,2022-09-14,ช่วยเหลือเงินสงเคราะห์,สายด่วน พม. 1300,เร่งด่วน,ช่วยเหลือและปิดเคส,2022-09-20,สายด่วน พม. 1300,ชลบุรี,เมืองชลบุรี,บ้านพักเด็กและครอบครัว
SOC00141,4598003894962,ธนา,ทวีทรัพย์,ชาย,1975-08-21,ผู้ประสบปัญหาทางสังคมทั่วไป,ประสบเหตุฉุกเฉิน,2025-06-10,2025-06-11,จัดหาที่พักชั่วคราว,ประชาชนแจ้งด้วยตนเอง,เร่งด่วน,ช่วยเหลือและปิดเคส,2025-07-01,ระบบออนไลน์,สกลนคร,คลองใหม่,ศูนย์ช่วยเหลือสังคม 1300
SOC00142,8503599380806,พิกุล,วัฒนศรี,ชาย,1972-12-18,ผู้ประสบปัญหาทางสังคมทั่วไป,หนี้สินครัวเรือน,2023-07-31,2023-07-31,ช่วยเหลือด้านที่อยู่อาศัย,หน่วยงานภาครัฐส่งต่อ,ฉุกเฉิน,ส่งต่อหน่วยงานและปิดเคส,2023-08-04,หน่วยงานส่งต่อ,ขอนแก่น,ชุมแพ,ศูนย์ช่วยเหลือสังคม 1300
SOC00143,3956559687992,รัตนา,คำดี,หญิง,1975-07-05,ผู้มีรายได้น้อย,ความรุนแรงในครอบครัว,2022-01-11,2022-01-16,ช่วยเหลือด้านที่อยู่อาศัย,องค์กรปกครองส่วนท้องถิ่นส่งต่อ,เร่งด่วน,ให้คำปรึกษาและปิดเคส,2022-01-30,สายด่วน พม. 1300,ลพบุรี,ศรีพัฒนา,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00144,1006605605860,ชไมพร,ทองอินทร์,ชาย,1976-02-25,ผู้มีรายได้น้อย,หนี้สินครัวเรือน,2023-10-28,2023-11-13,ช่วยเหลือเงินสงเคราะห์,สายด่วน พม. 1300,ปกติ,ติดตามผลและปิดเคส,2023-12-03,หน่วยงานส่งต่อ,น่าน,หนองกลาง,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00145,1153238619508,จิราภรณ์,ศรีนวล,หญิง,2010-11-23,เด็กและเยาวชน,ประสบเหตุฉุกเฉิน,2023-09-29,2023-10-01,ช่วยเหลือเงินสงเคราะห์,สายด่วน พม. 1300,เร่งด่วน,ติดตามผลและปิดเคส,2023-10-02,หน่วยงานส่งต่อ,สงขลา,หาดใหญ่,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
SOC00146,4558227849073,ศิริพร,เพิ่มพูน,ชาย,1936-05-05,ผู้สูงอายุ,ที่อยู่อาศัย,2024-11-11,2024-11-20,จัดหาที่พักชั่วคราว,องค์กรปกครองส่วนท้องถิ่นส่งต่อ,ปกติ,ติดตามผลและปิดเคส,2024-11-25,Walk-in,พัทลุง,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00147,7326725368021,วราภรณ์,วิริยะกุล,หญิง,1983-07-06,ผู้ประสบปัญหาทางสังคมทั่วไป,หนี้สินครัวเรือน,2024-05-06,2024-05-23,ช่วยเหลือเงินสงเคราะห์,ประชาชนแจ้งด้วยตนเอง,ปกติ,ให้คำปรึกษาและปิดเคส,2024-06-13,สายด่วน พม. 1300,ลำพูน,คลองใหม่,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00148,7513468553822,สิริกานต์,วัฒนชัย,หญิง,1941-12-27,ผู้สูงอายุ,ที่อยู่อาศัย,2024-05-11,2024-05-20,ช่วยเหลือสิ่งของเครื่องใช้จำเป็น,หน่วยงานภาครัฐส่งต่อ,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2024-05-25,หน่วยงานส่งต่อ,มหาสารคาม,บ้านใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00149,6631677191388,รุจิรา,สุทธิวงศ์,ชาย,1994-11-09,คนไร้ที่พึ่ง,ขาดผู้ดูแล,2026-03-10,2026-03-23,ช่วยเหลือเงินสงเคราะห์,ญาติ/ครอบครัวแจ้ง,ปกติ,ให้คำปรึกษาและปิดเคส,2026-03-24,Walk-in,จันทบุรี,หนองกลาง,บ้านพักเด็กและครอบครัว
SOC00150,2347442790261,จิราภรณ์,โพธิ์ทอง,ชาย,1957-08-28,ผู้สูงอายุ,ว่างงาน,2023-01-28,2023-02-12,ช่วยเหลือสิ่งของเครื่องใช้จำเป็น,ประชาชนแจ้งด้วยตนเอง,ปกติ,ช่วยเหลือและปิดเคส,2023-02-28,Walk-in,สงขลา,สิงหนคร,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00151,4421196577241,ชาญวิทย์,สุขใจ,ชาย,1996-01-11,คนไร้ที่พึ่ง,ประสบเหตุฉุกเฉิน,2024-03-30,2024-04-18,ช่วยเหลือสิ่งของเครื่องใช้จำเป็น,เครือข่ายชุมชนแจ้ง,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2024-05-09,ระบบออนไลน์,ปทุมธานี,คลองหลวง,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00152,4824054681927,เอกภพ,ศรีจันทร์,ชาย,1953-07-03,ผู้สูงอายุ,ขาดผู้ดูแล,2024-06-07,2024-06-13,ช่วยเหลือด้านที่อยู่อาศัย,สายด่วน พม. 1300,ปกติ,ให้คำปรึกษาและปิดเคส,2024-06-22,Walk-in,ขอนแก่น,ชุมแพ,บ้านพักเด็กและครอบครัว
SOC00153,3694581823047,สุวิมล,อ่อนละมุน,หญิง,1969-04-18,สตรีและครอบครัว,ประสบเหตุฉุกเฉิน,2023-05-13,2023-05-17,จัดหาที่พักชั่วคราว,ประชาชนแจ้งด้วยตนเอง,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2023-05-20,หน่วยงานส่งต่อ,ชลบุรี,บางละมุง,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00154,7701100476394,ธีรภัทร,บุญส่ง,ชาย,1976-08-09,ผู้มีรายได้น้อย,ความรุนแรงในครอบครัว,2022-07-03,2022-07-03,ช่วยเหลือสิ่งของเครื่องใช้จำเป็น,องค์กรปกครองส่วนท้องถิ่นส่งต่อ,ฉุกเฉิน,ติดตามผลและปิดเคส,2022-07-28,ระบบออนไลน์,ราชบุรี,บ้านใหม่,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00155,8271399955733,พรชัย,ใจดี,ชาย,1992-05-19,คนไร้ที่พึ่ง,รายได้ไม่เพียงพอ,2024-04-10,2024-04-15,ช่วยเหลือเงินสงเคราะห์,สายด่วน พม. 1300,เร่งด่วน,ช่วยเหลือและปิดเคส,2024-05-05,Walk-in,สกลนคร,ทุ่งสุข,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00156,5647182724311,เอกภพ,บัวแก้ว,หญิง,1951-06-20,ผู้สูงอายุ,ประสบเหตุฉุกเฉิน,2025-11-10,2025-11-12,ประสานส่งต่อหน่วยงาน,ประชาชนแจ้งด้วยตนเอง,ฉุกเฉิน,ส่งต่อหน่วยงานและปิดเคส,2025-11-20,หน่วยงานส่งต่อ,น่าน,ศรีพัฒนา,ศูนย์ช่วยเหลือสังคม 1300
SOC00157,2197023286417,สุพัตรา,เกษมสุข,ชาย,2002-11-11,ผู้มีรายได้น้อย,ว่างงาน,2026-07-01,2026-07-01,ช่วยเหลือสิ่งของเครื่องใช้จำเป็น,หน่วยงานภาครัฐส่งต่อ,ฉุกเฉิน,ส่งต่อหน่วยงานและปิดเคส,2026-07-17,Walk-in,นครราชสีมา,ปากช่อง,ศูนย์ช่วยเหลือสังคม 1300
SOC00158,6154240759810,พัชรินทร์,มิตรดี,หญิง,1941-09-05,ผู้สูงอายุ,ว่างงาน,2025-10-20,2025-10-31,ให้คำปรึกษา,เครือข่ายชุมชนแจ้ง,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2025-11-09,หน่วยงานส่งต่อ,สระแก้ว,เมือง,ศูนย์ช่วยเหลือสังคม 1300
SOC00159,5955023006223,ปัทมา,เพชรรัตน์,หญิง,1942-01-23,ผู้สูงอายุ,รายได้ไม่เพียงพอ,2024-01-13,2024-01-15,ประสานส่งต่อหน่วยงาน,ประชาชนแจ้งด้วยตนเอง,ปกติ,ให้คำปรึกษาและปิดเคส,2024-02-02,Walk-in,สุพรรณบุรี,เมือง,บ้านพักเด็กและครอบครัว
SOC00160,5633241530936,รวิศ,เข็มทอง,ชาย,1957-01-08,คนพิการ,หนี้สินครัวเรือน,2023-05-28,2023-06-02,ช่วยเหลือสิ่งของเครื่องใช้จำเป็น,สายด่วน พม. 1300,ปกติ,ให้คำปรึกษาและปิดเคส,2023-06-18,หน่วยงานส่งต่อ,จันทบุรี,ทุ่งสุข,ศูนย์ช่วยเหลือสังคม 1300
SOC00161,7721811610341,บุษบา,แสนดี,ชาย,1994-02-03,คนพิการ,ว่างงาน,2023-06-03,2023-06-05,ประสานส่งต่อหน่วยงาน,ญาติ/ครอบครัวแจ้ง,เร่งด่วน,ติดตามผลและปิดเคส,2023-06-11,ระบบออนไลน์,ลำปาง,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00162,5885038937342,วรัญญา,สืบสาย,หญิง,1959-12-08,ผู้ประสบปัญหาทางสังคมทั่วไป,ปัญหาสุขภาพและการดำรงชีพ,2023-04-12,2023-04-25,ช่วยเหลือสิ่งของเครื่องใช้จำเป็น,เครือข่ายชุมชนแจ้ง,ปกติ,ช่วยเหลือและปิดเคส,2023-05-10,หน่วยงานส่งต่อ,ตรัง,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00163,5908646124684,สุภาวดี,พิทักษ์วงศ์,ชาย,1961-05-19,ผู้มีรายได้น้อย,ที่อยู่อาศัย,2022-07-13,2022-07-22,ช่วยเหลือเงินสงเคราะห์,ประชาชนแจ้งด้วยตนเอง,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2022-08-09,ระบบออนไลน์,สุรินทร์,บ้านใหม่,ศูนย์ช่วยเหลือสังคม 1300
SOC00164,2580717310193,วรัญญา,วัฒนศรี,ชาย,1975-04-01,ผู้มีรายได้น้อย,ประสบเหตุฉุกเฉิน,2025-09-13,2025-09-28,ช่วยเหลือเงินสงเคราะห์,หน่วยงานภาครัฐส่งต่อ,ปกติ,ติดตามผลและปิดเคส,2025-10-28,ระบบออนไลน์,ตรัง,เมือง,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
SOC00165,2416387552781,ปกรณ์,คำแสน,ชาย,1980-01-16,ผู้มีรายได้น้อย,รายได้ไม่เพียงพอ,2022-02-07,2022-02-16,ช่วยเหลือเงินสงเคราะห์,ญาติ/ครอบครัวแจ้ง,ปกติ,ติดตามผลและปิดเคส,2022-02-26,หน่วยงานส่งต่อ,นราธิวาส,เมือง,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00166,2353403266706,วายุ,นิลแก้ว,ชาย,1992-02-27,ผู้มีรายได้น้อย,ความรุนแรงในครอบครัว,2026-03-03,2026-03-24,ช่วยเหลือเงินสงเคราะห์,เครือข่ายชุมชนแจ้ง,ปกติ,ติดตามผลและปิดเคส,2026-03-28,Walk-in,สระแก้ว,เมือง,บ้านพักเด็กและครอบครัว
SOC00167,8532637779129,จิราภรณ์,บัวทอง,หญิง,2005-04-10,คนพิการ,ขาดผู้ดูแล,2023-12-04,2023-12-05,ช่วยเหลือเงินสงเคราะห์,หน่วยงานภาครัฐส่งต่อ,ฉุกเฉิน,ส่งต่อหน่วยงานและปิดเคส,2023-12-10,ระบบออนไลน์,ลพบุรี,หนองกลาง,ศูนย์ช่วยเหลือสังคม 1300
SOC00168,7714071128675,ปัญญา,สุนทรวงศ์,ชาย,2006-11-03,ผู้ประสบปัญหาทางสังคมทั่วไป,ว่างงาน,2025-04-12,2025-04-19,ช่วยเหลือเงินสงเคราะห์,สายด่วน พม. 1300,ปกติ,ช่วยเหลือและปิดเคส,2025-05-19,สายด่วน พม. 1300,สระบุรี,บ้านใหม่,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00169,6714863599539,ณิชา,สุขวัฒนา,ชาย,1997-05-28,สตรีและครอบครัว,ความรุนแรงในครอบครัว,2026-06-20,2026-06-25,ช่วยเหลือด้านที่อยู่อาศัย,ประชาชนแจ้งด้วยตนเอง,เร่งด่วน,ส่งต่อหน่วยงานและปิดเคส,2026-06-26,ระบบออนไลน์,ชลบุรี,เมืองชลบุรี,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
SOC00170,3907210586268,พัชรินทร์,วัฒนกุล,หญิง,1965-02-12,ผู้สูงอายุ,รายได้ไม่เพียงพอ,2026-05-30,2026-06-01,ช่วยเหลือด้านที่อยู่อาศัย,หน่วยงานภาครัฐส่งต่อ,ฉุกเฉิน,ให้คำปรึกษาและปิดเคส,2026-07-01,สายด่วน พม. 1300,กระบี่,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00171,3947399378807,ชยุต,เพชรรัตน์,ชาย,1993-05-03,คนไร้ที่พึ่ง,ว่างงาน,2026-08-01,2026-08-11,ช่วยเหลือด้านที่อยู่อาศัย,ญาติ/ครอบครัวแจ้ง,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2026-08-24,ระบบออนไลน์,ภูเก็ต,กะทู้,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00172,2682275953923,ชไมพร,สุขวัฒนา,ชาย,2001-11-16,ผู้ประสบปัญหาทางสังคมทั่วไป,ความรุนแรงในครอบครัว,2026-03-15,2026-03-15,ประสานส่งต่อหน่วยงาน,องค์กรปกครองส่วนท้องถิ่นส่งต่อ,ฉุกเฉิน,ให้คำปรึกษาและปิดเคส,2026-03-26,หน่วยงานส่งต่อ,ขอนแก่น,เมืองขอนแก่น,บ้านพักเด็กและครอบครัว
SOC00173,2990855004931,สุวิมล,ธนากุล,ชาย,1998-07-14,ผู้ประสบปัญหาทางสังคมทั่วไป,ขาดผู้ดูแล,2025-01-26,2025-02-10,ช่วยเหลือเงินสงเคราะห์,เครือข่ายชุมชนแจ้ง,ปกติ,ให้คำปรึกษาและปิดเคส,2025-02-18,ระบบออนไลน์,สุราษฎร์ธานี,คลองใหม่,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00174,2028627553510,เบญจพร,ศรีประภา,ชาย,1954-12-08,ผู้สูงอายุ,หนี้สินครัวเรือน,2024-01-16,2024-01-24,ช่วยเหลือเงินสงเคราะห์,สายด่วน พม. 1300,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2024-02-14,หน่วยงานส่งต่อ,อุบลราชธานี,ศรีพัฒนา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00175,4399706834036,วายุ,เจริญสุข,ชาย,1943-01-05,ผู้สูงอายุ,ปัญหาสุขภาพและการดำรงชีพ,2023-02-28,2023-03-01,ช่วยเหลือเงินสงเคราะห์,เครือข่ายชุมชนแจ้ง,เร่งด่วน,ส่งต่อหน่วยงานและปิดเคส,2023-03-11,เครือข่ายชุมชน,สุราษฎร์ธานี,หนองกลาง,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
SOC00176,4560828573997,ปวีณา,กุลวงศ์,ชาย,1954-12-13,คนพิการ,ความรุนแรงในครอบครัว,2023-09-09,2023-09-19,ประสานส่งต่อหน่วยงาน,ประชาชนแจ้งด้วยตนเอง,ปกติ,ช่วยเหลือและปิดเคส,2023-10-12,หน่วยงานส่งต่อ,ปราจีนบุรี,คลองใหม่,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00177,1679964183456,ชนิดา,รุ่งสวัสดิ์,หญิง,2002-07-27,เด็กและเยาวชน,หนี้สินครัวเรือน,2025-05-01,2025-05-05,ให้คำปรึกษา,เครือข่ายชุมชนแจ้ง,เร่งด่วน,ช่วยเหลือและปิดเคส,2025-05-21,ระบบออนไลน์,จันทบุรี,คลองใหม่,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00178,1246854237102,ชยพล,ธรรมรักษ์,หญิง,1940-03-02,ผู้สูงอายุ,ที่อยู่อาศัย,2026-07-01,2026-07-14,ช่วยเหลือเงินสงเคราะห์,สายด่วน พม. 1300,ปกติ,ติดตามผลและปิดเคส,2026-08-03,Walk-in,สมุทรปราการ,คลองใหม่,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00179,5372769401023,พรทิพย์,กุลวงศ์,หญิง,2015-12-24,เด็กและเยาวชน,ประสบเหตุฉุกเฉิน,2024-07-22,2024-08-10,ประสานส่งต่อหน่วยงาน,ญาติ/ครอบครัวแจ้ง,ปกติ,ติดตามผลและปิดเคส,2024-08-19,เครือข่ายชุมชน,พระนครศรีอยุธยา,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00180,4543633079937,เมธาวี,นิลแก้ว,หญิง,1943-12-13,ผู้สูงอายุ,ที่อยู่อาศัย,2026-03-02,2026-03-08,ช่วยเหลือเงินสงเคราะห์,หน่วยงานภาครัฐส่งต่อ,ปกติ,ให้คำปรึกษาและปิดเคส,2026-03-10,ระบบออนไลน์,ลพบุรี,หนองกลาง,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00181,5405931520462,วนิดา,มงคลชัย,หญิง,1996-06-14,สตรีและครอบครัว,ปัญหาสุขภาพและการดำรงชีพ,2023-08-05,2023-08-07,ช่วยเหลือเงินสงเคราะห์,ประชาชนแจ้งด้วยตนเอง,เร่งด่วน,ส่งต่อหน่วยงานและปิดเคส,2023-08-17,Walk-in,นนทบุรี,บางบัวทอง,ศูนย์ช่วยเหลือสังคม 1300
SOC00182,8736958089081,รวิศ,ศรีจันทร์,หญิง,1960-03-01,ผู้สูงอายุ,หนี้สินครัวเรือน,2023-08-23,2023-08-27,ช่วยเหลือเงินสงเคราะห์,หน่วยงานภาครัฐส่งต่อ,เร่งด่วน,ช่วยเหลือและปิดเคส,2023-09-12,เครือข่ายชุมชน,สกลนคร,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00183,7622134403618,จุฑามาศ,คงมั่น,ชาย,2015-06-21,เด็กและเยาวชน,ความรุนแรงในครอบครัว,2023-11-10,2023-11-12,ช่วยเหลือเงินสงเคราะห์,ญาติ/ครอบครัวแจ้ง,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2023-11-18,หน่วยงานส่งต่อ,พระนครศรีอยุธยา,คลองใหม่,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
SOC00184,2763077652277,ปาริชาติ,สุนทรวงศ์,หญิง,1962-07-08,คนพิการ,ที่อยู่อาศัย,2025-12-28,2026-01-01,จัดหาที่พักชั่วคราว,ประชาชนแจ้งด้วยตนเอง,เร่งด่วน,ติดตามผลและปิดเคส,2026-01-15,ระบบออนไลน์,สกลนคร,บ้านใหม่,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00185,8583739014548,ธีรภัทร,ศรีสง่า,หญิง,1958-02-12,ผู้สูงอายุ,ขาดผู้ดูแล,2026-06-18,2026-07-01,ประสานส่งต่อหน่วยงาน,สายด่วน พม. 1300,ปกติ,ให้คำปรึกษาและปิดเคส,2026-07-12,ระบบออนไลน์,นราธิวาส,เมือง,บ้านพักเด็กและครอบครัว
SOC00186,2059499672164,ภูริณัฐ,รัตนวงศ์,หญิง,2008-03-05,เด็กและเยาวชน,ขาดผู้ดูแล,2023-06-14,2023-06-24,ช่วยเหลือสิ่งของเครื่องใช้จำเป็น,สายด่วน พม. 1300,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2023-07-05,ระบบออนไลน์,สมุทรสาคร,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00187,2860863018482,วรเมธ,ทวีทรัพย์,ชาย,1972-10-04,คนพิการ,ขาดผู้ดูแล,2022-09-12,2022-09-29,ช่วยเหลือเงินสงเคราะห์,ญาติ/ครอบครัวแจ้ง,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2022-10-19,ระบบออนไลน์,ปัตตานี,ทุ่งสุข,ศูนย์ช่วยเหลือสังคม 1300
SOC00188,8338090748565,วิภาวี,อารีรักษ์,หญิง,2019-06-21,คนพิการ,ว่างงาน,2026-03-06,2026-03-26,ช่วยเหลือเงินสงเคราะห์,ญาติ/ครอบครัวแจ้ง,ปกติ,ให้คำปรึกษาและปิดเคส,2026-04-13,สายด่วน พม. 1300,แพร่,ศรีพัฒนา,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00189,8653892544450,ธัญชนก,ศรีนวล,ชาย,1996-11-23,สตรีและครอบครัว,รายได้ไม่เพียงพอ,2026-02-12,2026-02-14,ช่วยเหลือสิ่งของเครื่องใช้จำเป็น,ญาติ/ครอบครัวแจ้ง,ฉุกเฉิน,ติดตามผลและปิดเคส,2026-03-12,Walk-in,แพร่,เมือง,ศูนย์ช่วยเหลือสังคม 1300
SOC00190,2110407965764,ลลิตา,ศรีนวล,ชาย,2012-12-23,เด็กและเยาวชน,ความรุนแรงในครอบครัว,2023-04-03,2023-04-10,ช่วยเหลือเงินสงเคราะห์,ญาติ/ครอบครัวแจ้ง,เร่งด่วน,ติดตามผลและปิดเคส,2023-04-15,Walk-in,กระบี่,บ้านใหม่,บ้านพักเด็กและครอบครัว
SOC00191,4690478151303,สิทธิโชค,สมานมิตร,ชาย,1946-09-13,ผู้สูงอายุ,ที่อยู่อาศัย,2023-10-20,2023-11-03,ช่วยเหลือเงินสงเคราะห์,ประชาชนแจ้งด้วยตนเอง,ปกติ,ช่วยเหลือและปิดเคส,2023-11-27,ระบบออนไลน์,สระบุรี,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00192,8630586817476,ชยพล,ไชยวงศ์,หญิง,1956-12-10,คนไร้ที่พึ่ง,ปัญหาสุขภาพและการดำรงชีพ,2026-05-01,2026-05-20,ช่วยเหลือด้านที่อยู่อาศัย,หน่วยงานภาครัฐส่งต่อ,ปกติ,ให้คำปรึกษาและปิดเคส,2026-05-29,Walk-in,นครราชสีมา,ปากช่อง,ศูนย์ช่วยเหลือสังคม 1300
SOC00193,8721260273856,กิตติพงศ์,พิพัฒน์กุล,หญิง,1979-04-11,สตรีและครอบครัว,ขาดผู้ดูแล,2026-02-06,2026-02-08,ช่วยเหลือด้านที่อยู่อาศัย,องค์กรปกครองส่วนท้องถิ่นส่งต่อ,ปกติ,ให้คำปรึกษาและปิดเคส,2026-02-12,ระบบออนไลน์,ราชบุรี,คลองใหม่,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00194,6063912569281,ศุภชัย,จันทร์หอม,ชาย,1997-12-25,คนพิการ,ความรุนแรงในครอบครัว,2024-02-07,2024-02-21,ช่วยเหลือเงินสงเคราะห์,ญาติ/ครอบครัวแจ้ง,ปกติ,ให้คำปรึกษาและปิดเคส,2024-02-24,เครือข่ายชุมชน,สงขลา,หาดใหญ่,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
SOC00195,6720112086082,กรรณิการ์,แสงจันทร์,ชาย,2003-04-07,เด็กและเยาวชน,ขาดผู้ดูแล,2023-05-07,2023-05-18,ช่วยเหลือเงินสงเคราะห์,หน่วยงานภาครัฐส่งต่อ,ปกติ,ติดตามผลและปิดเคส,2023-05-31,ระบบออนไลน์,อุตรดิตถ์,บ้านใหม่,ศูนย์ช่วยเหลือสังคม 1300
SOC00196,1140292518312,ศุภลักษณ์,จารุวัฒน์,ชาย,2004-06-22,เด็กและเยาวชน,ปัญหาสุขภาพและการดำรงชีพ,2022-06-07,2022-06-11,ช่วยเหลือเงินสงเคราะห์,เครือข่ายชุมชนแจ้ง,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2022-06-17,ระบบออนไลน์,กระบี่,เมือง,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00197,3083468472662,วาสนา,เกียรติไพศาล,ชาย,1985-11-16,คนพิการ,หนี้สินครัวเรือน,2023-11-27,2023-12-08,ช่วยเหลือเงินสงเคราะห์,สายด่วน พม. 1300,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2024-01-04,เครือข่ายชุมชน,นครปฐม,ทุ่งสุข,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00198,6058464981804,สิทธิโชค,ศรีสุข,ชาย,1983-09-26,ผู้ประสบปัญหาทางสังคมทั่วไป,ความรุนแรงในครอบครัว,2023-09-21,2023-10-02,ช่วยเหลือเงินสงเคราะห์,ญาติ/ครอบครัวแจ้ง,ปกติ,ช่วยเหลือและปิดเคส,2023-10-28,หน่วยงานส่งต่อ,ลพบุรี,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
